name,argument,role,value_types
cdflib.deleteAttr,cdfId,,
cdflib.deleteAttrEntry,attrNum,,
cdflib.deleteAttrEntry,cdfId,,
cdflib.deleteAttrEntry,entryNum,,
cdflib.deleteAttrgEntry,attrNum,,
cdflib.deleteAttrgEntry,cdfId,,
cdflib.deleteAttrgEntry,entryNum,,
cdflib.deleteVar,cdfId,,
cdflib.deleteVar,varNum,,
cdflib.deleteVarRecords,cdfId,,
cdflib.deleteVarRecords,endRec,,
cdflib.deleteVarRecords,startRec,,
cdflib.deleteVarRecords,varNum,,
cdflib.epoch16Breakdown,epoch16Time,,
cdflib.epochBreakdown,epochTime,,
cdflib.getAttrEntry,attrNum,,
cdflib.getAttrEntry,cdfId,,
cdflib.getAttrEntry,entryNum,,
cdflib.getAttrMaxEntry,attrNum,,
cdflib.getAttrMaxEntry,cdfId,,
cdflib.getAttrMaxgEntry,attrNum,,
cdflib.getAttrMaxgEntry,cdfId,,
cdflib.getAttrName,attrNum,,
cdflib.getAttrName,cdfId,,
cdflib.getAttrNum,attrName,,
cdflib.getAttrNum,cdfId,,
cdflib.getAttrScope,attrNum,,
cdflib.getAttrScope,cdfId,,
cdflib.getAttrgEntry,attrNum,,
cdflib.getAttrgEntry,cdfId,,
cdflib.getAttrgEntry,entryNum,,
cdflib.getCacheSize,cdfId,,
cdflib.getChecksum,cdfId,,
cdflib.getCompression,cdfId,,
cdflib.getCompressionCacheSize,cdfId,,
cdflib.getConstantValue,constantName,,
cdflib.getCopyright,cdfId,,
cdflib.getFormat,cdfId,,
cdflib.getMajority,cdfId,,
cdflib.getName,cdfId,,
cdflib.getNumAttrEntries,attrNum,,
cdflib.getNumAttrEntries,cdfId,,
cdflib.getNumAttrgEntries,attrNum,,
cdflib.getNumAttrgEntries,cdfId,,
cdflib.getNumAttributes,cdfId,,
cdflib.getNumgAttributes,cdfId,,
cdflib.getReadOnlyMode,cdfId,,
cdflib.getStageCacheSize,cdfId,,
cdflib.getVarAllocRecords,cdfId,,
cdflib.getVarAllocRecords,varNum,,
cdflib.getVarBlockingFactor,cdfId,,
cdflib.getVarBlockingFactor,varNum,,
cdflib.getVarCacheSize,cdfId,,
cdflib.getVarCacheSize,varNum,,
cdflib.getVarCompression,cdfId,,
cdflib.getVarData,cdfId,,
cdflib.getVarData,indices,,
cdflib.getVarData,recNum,,
cdflib.getVarData,varNum,,
cdflib.getVarMaxAllocRecNum,cdfId,,
cdflib.getVarMaxAllocRecNum,varNum,,
cdflib.getVarMaxWrittenRecNum,cdfId,,
cdflib.getVarMaxWrittenRecNum,varNum,,
cdflib.getVarName,cdfId,,
cdflib.getVarName,varNum,,
cdflib.getVarNum,cdfId,,
cdflib.getVarNum,varname,,
cdflib.getVarNumRecsWritten,cdfId,,
cdflib.getVarNumRecsWritten,varNum,,
cdflib.getVarPadValue,cdfId,,
cdflib.getVarPadValue,varNum,,
cdflib.getVarRecordData,cdfId,,
cdflib.getVarRecordData,recNum,,
cdflib.getVarRecordData,varNum,,
cdflib.getVarReservePercent,cdfId,,
cdflib.getVarReservePercent,varNum,,
cdflib.getVarSparseRecords,cdfId,,
cdflib.getVarSparseRecords,varNum,,
cdflib.getVarsMaxWrittenRecNum,cdfid,,
cdflib.getVersion,cdfId,,
cdflib.hyperGetVarData,cdfId,,
cdflib.hyperGetVarData,dimSpec,,
cdflib.hyperGetVarData,recSpec,,
cdflib.hyperGetVarData,varNum,,
cdflib.hyperPutVarData,cdfId,,
cdflib.hyperPutVarData,data,,
cdflib.hyperPutVarData,dimSpec,,
cdflib.hyperPutVarData,recSpec,,
cdflib.hyperPutVarData,varNum,,
cdflib.inquire,cdfId,,
cdflib.inquireAttr,attrNum,,
cdflib.inquireAttr,cdfId,,
cdflib.inquireAttrEntry,attrNum,,
cdflib.inquireAttrEntry,cdfId,,
cdflib.inquireAttrEntry,entryNum,,
cdflib.inquireAttrgEntry,attrNum,,
cdflib.inquireAttrgEntry,cdfId,,
cdflib.inquireAttrgEntry,entryNum,,
cdflib.inquireVar,cdfId,,
cdflib.inquireVar,varNum,,
cdflib.open,filename,,
cdflib.putAttrEntry,CDFdatatype,,
cdflib.putAttrEntry,attrNum,,
cdflib.putAttrEntry,cdfId,,
cdflib.putAttrEntry,entryNum,,
cdflib.putAttrEntry,entryVal,,
cdflib.putAttrgEntry,CDFdatatype,,
cdflib.putAttrgEntry,attrNum,,
cdflib.putAttrgEntry,cdfId,,
cdflib.putAttrgEntry,entryNum,,
cdflib.putAttrgEntry,entryVal,,
cdflib.putVarData,cdfId,,
cdflib.putVarData,datum,,
cdflib.putVarData,dims,,
cdflib.putVarData,recNum,,
cdflib.putVarData,varNum,,
cdflib.putVarRecordData,cdfId,,
cdflib.putVarRecordData,recNum,,
cdflib.putVarRecordData,recordData,,
cdflib.putVarRecordData,varNum,,
cdflib.renameAttr,attrNum,,
cdflib.renameAttr,cdfId,,
cdflib.renameAttr,newName,,
cdflib.renameVar,cdfId,,
cdflib.renameVar,newName,,
cdflib.renameVar,varNum,,
cdflib.setCacheSize,cdfId,,
cdflib.setCacheSize,numBuffers,,
cdflib.setChecksum,cdfId,,
cdflib.setChecksum,mode,,
cdflib.setCompression,cdfId,,
cdflib.setCompression,cparms,,
cdflib.setCompression,ctype,,
cdflib.setCompressionCacheSize,cdfId,,
cdflib.setCompressionCacheSize,numBuffers,,
cdflib.setFileBackward,mode,,
cdflib.setFormat,cdfId,,
cdflib.setFormat,format,,
cdflib.setMajority,cdfId,,
cdflib.setMajority,majority,,
cdflib.setReadOnlyMode,cdfId,,
cdflib.setReadOnlyMode,mode,,
cdflib.setStageCacheSize,cdfId,,
cdflib.setStageCacheSize,numBuffers,,
cdflib.setValidate,mode,,
cdflib.setVarAllocBlockRecords,cdfId,,
cdflib.setVarAllocBlockRecords,firstRec,,
cdflib.setVarAllocBlockRecords,lastRec,,
cdflib.setVarAllocBlockRecords,varNum,,
cdflib.setVarBlockingFactor,blockingFactor,,
cdflib.setVarBlockingFactor,cdfId,,
cdflib.setVarBlockingFactor,varNum,,
cdflib.setVarCacheSize,cdfId,,
cdflib.setVarCacheSize,numBuffers,,
cdflib.setVarCacheSize,varNum,,
cdflib.setVarCompression,cdfId,,
cdflib.setVarCompression,cparams,,
cdflib.setVarCompression,ctype,,
cdflib.setVarCompression,varNum,,
cdflib.setVarInitialRecs,cdfId,,
cdflib.setVarInitialRecs,numRecs,,
cdflib.setVarInitialRecs,varNum,,
cdflib.setVarPadValue,cdfId,,
cdflib.setVarPadValue,padValue,,
cdflib.setVarPadValue,varNum,,
cdflib.setVarSparseRecords,cdfId,,
cdflib.setVarSparseRecords,stype,,
cdflib.setVarSparseRecords,varNum,,
cdflib.setVarsCacheSize,cdfId,,
cdflib.setVarsCacheSize,numBuffers,,
cdflib.setVarsCacheSize,varNum,,
cdfread,CombineRecords,namevalue,"logical, scalar"
cdfread,ConvertEpochToDatenum,namevalue,"logical, scalar"
cdfread,Records,namevalue,"numeric, row, numeric, column"
cdfread,Slices,namevalue,"numeric, 2d, @(x) size(x, 2) == 3"
cdfread,Variables,namevalue,"cell, row, cell, column"
cdfread,filename,required,"file=*.cdf, matlabpathfile=*.cdf, char"
cdfwrite,Format,namevalue,"choices={'multifile', 'singlefile'}"
cdfwrite,GlobalAttributes,namevalue,"scalar, struct"
cdfwrite,PadValues,namevalue,"cell, 2d, @(x) size(x, 2) == 2"
cdfwrite,VariableAttributes,namevalue,"scalar, struct"
cdfwrite,WriteMode,namevalue,"choices={'overwrite', 'append'}"
cdfwrite,filename,required,"file=*.cdf, char"
cdfwrite,variablelist,required,"cell, 2d, @(x) size(x, 2) == 2"
ceil,X,Input array,"scalar, vector, matrix, multidimensional array"
ceil,t,Input duration,duration array
ceil,unit,Unit of time,"'seconds', 'minutes', 'hours', 'days', 'years'"
cell2mat,C,Input cell array,cell array
cell2struct,cellArray,required,cell
cell2struct,dim,required,"numeric, scalar, integer"
cell2struct,fields,required,cellstr
cell2table,C,Input cell array,2-D cell array
celldisp,C,Input cell array,cell array
celldisp,displayName,Displayed name of cell array,"character vector, string scalar"
cellfun,C,Input array,"cell array, string array"
cellfun,func,Function to apply,"function handle, character vector, string scalar"
cellplot,c,required,cell
cellplot,legend,flag,choices={'legend'}
cellstr,A,Input array,array
cellstr,dateFmt,Date Format and Locale,"character vectors, string scalars"
cgs,A,Coefficient matrix,"matrix, function handle"
cgs,M,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
cgs,M1,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
cgs,M2,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
cgs,b,Right-hand side of linear equation,column vector
cgs,maxit,Maximum number of iterations,"[] or min(size(A,1),20), positive scalar integer"
cgs,tol,Method tolerance,"[] or 1e-6, positive scalar"
cgs,x0,Initial guess,"[] or a column vector of zeros, column vector"
characterListPattern,characters,List of characters to match,"character vector, string scalar"
characterListPattern,endCharacter,Ending character,"character scalar, string scalar containing a single character"
characterListPattern,startCharacter,Starting character,"character scalar, string scalar containing a single character"
checkcode,filename,File name,"character vector, string array, cell array of character vectors"
checkcode,option,Display option,"'-id', '-fullpath', '-notok', '-cyc', '-modcyc', '-config'"
chol,A,Input matrix,matrix
chol,S,Sparse input matrix,sparse matrix
chol,outputForm,Shape of permutation output,"'matrix', 'vector'"
chol,triangle,Triangular factor of input matrix,"'upper', 'lower'"
cholupdate,R,required,"numeric, square"
cholupdate,type,ordered,"char, choices={'+','-'}"
cholupdate,x,required,"numeric, column"
circshift,A,Input array,"vector, matrix, multidimensional array"
circshift,K,Shift amount,"integer scalar, vector of integers"
circshift,dim,Dimension to operate along,positive integer scalar
cla,ax,Target axes,"Axes object, PolarAxes object, GeographicAxes object"
clabel,C,Contour matrix,two-row matrix
clabel,h,Contour object,contour object
clabel,v,Contour level values,vector
class,obj,Object or literal,variable or expression
clear,ItemType,Type of items to clear,"all, classes, functions, global, import, java, mex, variables"
clear,expr1 ... exprN,Regular expressions matching names of variables to clear,"character vectors, string scalars"
clear,name1 ... nameN,"Names of variables, scripts, functions, or MEX functions to clear","character vectors, string scalars"
clearCache,mfcn,Function with memoization semantics,MemoizedFunction object
clearpoints,an,AnimatedLine object,AnimatedLine object
clearvars,keepVariables,Names of variables to keep,"character vectors, string scalar"
clearvars,variables,Names of variables to remove,"character vectors, string scalars"
clf,fig,Target figure,"Figure object, figure number"
clibArray,dimensions,Number of elements in each dimension,integer
clibArray,elementTypeName,C++ type,"string, character vector"
clibConvertArray,A,MATLAB array,numeric MATLAB type
clibConvertArray,elementTypeName,C++ type,"string, character vector"
clibIsNull,cppObj,C++ object created in MATLAB,handle
clibIsReadOnly,cppObj,C++ object created in MATLAB,handle
clibRelease,cppObj,C++ object created in MATLAB,handle
clibgen.buildInterface,HeaderFiles,Interface generation files,"string array, character vector, cell array of character vectors"
clibgen.buildInterface,Libraries,Shared library file names,"empty, string array, character vector, cell array of character vectors"
clibgen.buildInterface,SupportingSourceFiles,Source files,"string array, character vector, cell array of character vectors"
clibgen.generateLibraryDefinition,InterfaceGenerationFiles,Interface generation files,"string array, character vector, cell array of character vectors"
clibgen.generateLibraryDefinition,LibraryFiles,Shared library file names,"empty, string array, character vector, cell array of character vectors"
clibgen.generateLibraryDefinition,SupportingSourceFiles,Source files,"string array, character vector, cell array of character vectors"
clipboard,data,Data to copy,"numeric array, character vector, string scalar"
clone,obj,System object to clone,System object
close,fig,Figure to close,"one or more Figure objects, figure numbers, or figure names"
cmap2gray,map,RGB colormap,c-by-3 numeric matrix
cmopts,variableName,,
cmpermute,X,Indexed image,m-by-n matrix of integers
cmpermute,index,Sort index,c-element vector of positive integers
cmpermute,map,Colormap,c-by-3 matrix
cmunique,I,Grayscale image,m-by-n numeric matrix
cmunique,RGB,RGB image,m-by-n-by-3 array of nonnegative numbers
cmunique,X,Indexed image with duplicate colors,m-by-n matrix of integers
cmunique,map,Colormap with duplicate colors,c1-by-3 matrix
codeCompatibilityReport,cca,Code compatibility analysis results,CodeCompatibilityAnalysis object
codeCompatibilityReport,names,Name of files or folders to analyze,"character vector, cell array of character vectors, string scalar, string array"
codeCompatibilityReport,tf,Subfolder analysis indicator,"true, false, 0, 1"
colamd,S,,
colamd,varargin,,
colon,i,Increment between vector elements,"1, scalar"
colon,j,Starting vector value,scalar
colon,k,Ending vector value,scalar
colorbar,location,Location,"'eastoutside', 'north', 'south', 'east', 'west', 'northoutside', ..."
colorbar,target,Target,"Axes object, PolarAxes object, GeographicAxes object, graphics object"
colorcube,m,Number of colors,"256, scalar integer value"
colordef,arg1,,
colordef,arg2,,
colormap,map,Colormap for new color scheme,"colormap name, three-column matrix of RGB triplets, 'default'"
colormap,target,Target,"Figure object, Axes object, PolarAxes object, GeographicAxes object, graphics object"
colororder,newcolors,New colors,"matrix of RGB triplets, array of color names, 'default'"
colororder,target,"Target axes, figure, or chart","figure, axes, standalone visualization"
colperm,S,,
comet,ax,Target Axes,"Axes object, GeographicAxes object"
comet,p,Comet body length scale factor,"0.1, scalar in [0, 1)"
comet,x,x-values,vector
comet,y,y-values,vector
comet3,ax,Target axes,"Axes object, GeographicAxes object"
comet3,p,Comet body length scale factor,"0.1, scalar in [0, 1)"
comet3,x,x-values,vector
comet3,y,y-values,vector
comet3,z,z-values,vector
compan,c,,
compass,LineSpec,"Line style, marker, and color","character vector, string"
compass,U,x-coordinates,"scalar, vector, matrix"
compass,V,y-coordinates,"scalar, vector, matrix"
compass,Z,Complex values,"scalar, vector, matrix"
compass,ax,Target axes,Axes object
complex,a,Real component,"scalar, vector, matrix, multidimensional array"
complex,b,Imaginary component,"scalar, vector, matrix, multidimensional array"
complex,x,Input array,"scalar, vector, matrix, multidimensional array"
compose,A,"Numeric, character, or string array","scalar, vector, matrix, multidimensional array"
compose,formatSpec,Format of output fields,formatting operators
compose,txt,Input text,"string array, character vector, cell array of character vectors"
comserver,action,Registration action,"'register', 'unregister'"
cond,A,Input matrix,matrix
cond,p,Norm type,"2, 1, 'fro', Inf"
condeig,A,,
condest,A,,
condest,t,,
coneplot,'nointerp',required,choices={'nointerp'}
coneplot,U,required,numeric
coneplot,V,required,numeric
