name,section,kind,forms
spectrogram,Time-Frequency Analysis,function,"S = SPECTROGRAM(X);S = SPECTROGRAM(X,WINDOW);S = SPECTROGRAM(X,WINDOW,NOVERLAP);S = SPECTROGRAM(X,WINDOW,NOVERLAP,NFFT);S = SPECTROGRAM(X,WINDOW,NOVERLAP,NFFT,Fs);[S,F,T] = SPECTROGRAM(...);[S,F,T] = SPECTROGRAM(X,WINDOW,NOVERLAP,F);[S,F,T] = SPECTROGRAM(X,WINDOW,NOVERLAP,F,Fs);[S,F,T,P] = SPECTROGRAM(...);[S,F,T,P] = SPECTROGRAM(...,'MinThreshold',THRESH);[S,F,T,P] = SPECTROGRAM(...,'reassigned');[S,F,T,P,Fc,Tc] = SPECTROGRAM(...);[...] = SPECTROGRAM(...,SPECTRUMTYPE);[...] = SPECTROGRAM(...,FREQRANGE);[...] = SPECTROGRAM(...,'OutputTimeDimension',TIMEDIMENSION);SPECTROGRAM(...);SPECTROGRAM(...,FREQLOCATION);spectrogram(y,kaiser(128,18),120,128,1E3,'yaxis');spectrogram(y,kaiser(128,18),120,128,1E3,'reassigned','yaxis');[~,~,~,P,Fc,Tc] = spectrogram(y,kaiser(128,18),120,128,1E3,'minthreshold',-30);spectrogram(x1,kaiser(256,5),220,512,Fs)"
spectrum,unlisted,function,
square,Signal Generation and Preprocessing,function,"SQUARE(T);SQUARE(T,DUTY);y = square(2*pi*30*t)"
ss2sos,Digital Filtering,function,"[SOS,G]=SS2SOS(A,B,C,D);[SOS,G] = SS2SOS(A,B,C,D,IU);SS2SOS(...,DIR_FLAG);SS2SOS(...DIR_FLAG,SCALE);sos = ss2sos(A,B,C,D)"
statelevels,Measurements and Feature Extraction,function,"LEVELS = STATELEVELS(X);LEVELS = STATELEVELS(X,NBINS);LEVELS = STATELEVELS(X,NBINS,METHOD);LEVELS = STATELEVELS(X,NBINS,METHOD,BOUNDS);[LEVELS,HISTOGRAM] = STATELEVELS(...);[LEVELS,HISTOGRAM,BINLEVELS] = STATELEVELS(...);STATELEVELS(...);statelevels(x);levels = statelevels(x)"
stepz,Digital Filter Analysis,function,"[H,T] = STEPZ(B,A);[H,T] = STEPZ(SOS);[H,T] = STEPZ(D);[H,T] = STEPZ(...,N);[H,T] = STEPZ(...,N,Fs);STEPZ(...);stepz(b);stepz(b,a);stepz(SOS);stepz(D,256)"
stft,Time-Frequency Analysis,function,"S = STFT(X);S = STFT(X,Fs);S = STFT(X,Ts);S = STFT(...,'Window',WINDOW);S = STFT(...,'OverlapLength',NOVERLAP);S = STFT(...,'FFTLength',NFFT);S = STFT(...,'FrequencyRange',FREQRANGE);S = STFT(...,'OutputTimeDimension',TIMEDIMENSION);[S,F] = STFT(...);[S,F,T] = STFT(...);STFT(...);stft(x);stft(x,D,'Window',win,'OverlapLength',98,'FFTLength',128);stft(x,fs,'Window',win,'OverlapLength',50,'FFTLength',200);[S,F,T] = stft(xTable,'Window',win,'OverlapLength',250);stft(x,'Centered',false);[S,F,T] = stft(x,fs)"
stftmag2sig,Time-Frequency Analysis,function,"X = STFTMAG2SIG(S,NFFT);X = STFTMAG2SIG(S,NFFT,Fs);X = STFTMAG2SIG(S,NFFT,Ts);X = STFTMAG2SIG(...,Window=WINDOW);X = STFTMAG2SIG(...,OverlapLength=NOVERLAP);X = STFTMAG2SIG(...,FrequencyRange=FREQRANGE);X = STFTMAG2SIG(...,Method=METHOD);X = STFTMAG2SIG(...,InitializePhaseMethod=INITPHASEMETHOD);X = STFTMAG2SIG(...,InitialPhase=INITPHASE);X = STFTMAG2SIG(...,MaxIterations=MAXITERATIONS);X = STFTMAG2SIG(...,InconsistencyTolerance=INCONSTOL);X = STFTMAG2SIG(...,InputTimeDimension=TIMEDIMENSION);X = STFTMAG2SIG(...,UpdateParameter=ALPHA);X = STFTMAG2SIG(...,TruncationOrder=L);X = STFTMAG2SIG(...,Optimizer=OPTIMIZER);X = STFTMAG2SIG(...,StepSize=STEPSIZE);X = STFTMAG2SIG(...,Display=DISPLAY);[X,T] = STFTMAG2SIG(...);[X,T,INFO] = STFTMAG2SIG(...);xrec = stftmag2sig(abs(S),nfft,Window=win,OverlapLength=OverlapLength);xrec = stftmag2sig(abs(S),nfft,Window=win,FrequencyRange=""onesided"",Method=""legla"");xrec = stftmag2sig(abs(S),nfft,Window=win,Method=""gd"")"
stmcb,Signal Modeling,function,"[B,A] = stmcb(H,NB,NA);[B,A] = stmcb(H,NB,NA,N);[B,A] = stmcb(H,NB,NA,N,Ai);[B,A] = STMCB(Y,X,NB,NA,N,Ai);[bb,aa] = stmcb(h,4,4)"
strips,Signal Generation and Preprocessing,function,"STRIPS(X);STRIPS(X,N);STRIPS(X,SD,Fs);STRIPS(X,SD,Fs,SCALE);strips(x,0.25,fs)"
tachorpm,Vibration Analysis,function,"RPM = TACHORPM(X,Fs);[RPM,T] = TACHORPM(X,Fs);[RPM,T,TP] = TACHORPM(X,Fs);[...] = TACHORPM(...,'PulsesPerRev',PPR);[...] = TACHORPM(...,'StateLevels',SL);[...] = TACHORPM(...,'OutputFs',OFs);[...] = TACHORPM(...,'FitType',FT);[...] = TACHORPM(...,'FitPoints',FP);TACHORPM(...);tachorpm(Yn,fs,'FitPoints',100)"
tall,unlisted,class,
taylorwin,Spectral Analysis,function,"TAYLORWIN(N);TAYLORWIN(N,NBAR);TAYLORWIN(N,NBAR,SLL);w = taylorwin(64,5,-35)"
tf2latc,Digital Filtering,function,"K = TF2LATC(NUM);K = TF2LATC(NUM,'max');K = TF2LATC(NUM,'min');K = TF2LATC(NUM,DEN,...);K = TF2LATC(NUM/DEN,...);[K,V] = TF2LATC(NUM,DEN);K = TF2LATC(1,DEN);[K,V] = TF2LATC(B0,DEN);K = tf2latc(1,DEN)"
tf2sos,Digital Filtering,function,"[SOS,G] = TF2SOS(B,A);TF2SOS(B,A,DIR_FLAG);TF2SOS(B,A,DIR_FLAG,SCALE);sos = tf2sos(b,a)"
tf2zpk,Digital Filtering,function,"[Z,P,K] = TF2ZPK(NUM,DEN);[z,p,k] = tf2zpk(b,a)"
tfe,unlisted,function,
tfestimate,Measurements and Feature Extraction,function,"Txy = TFESTIMATE(X,Y);TFESTIMATE(X(:,n),Y(:,n));Txy = TFESTIMATE(X,Y,WINDOW);Txy = TFESTIMATE(X,Y,WINDOW,NOVERLAP);[Txy,W] = TFESTIMATE(X,Y,WINDOW,NOVERLAP,NFFT);[Txy,W] = TFESTIMATE(X,Y,WINDOW,NOVERLAP,W);[Txy,F] = TFESTIMATE(X,Y,WINDOW,NOVERLAP,NFFT,Fs);[Txy,F] = TFESTIMATE(X,Y,WINDOW,NOVERLAP,F,Fs);[...] = TFESTIMATE(...,'mimo');[...] = TFESTIMATE(...,'Estimator',EST);[...] = TFESTIMATE(...,FREQRANGE);TFESTIMATE(...);tfestimate(x,y,[],512,1024);[txy,w] = tfestimate(x,y,[],512,1024);tfestimate(x,y,[],512,1024,'mimo')"
tfridge,Time-Frequency Analysis,function,"FRIDGE = TFRIDGE(TFM,F);[FRIDGE,IRIDGE] = TFRIDGE(TFM,F);[FRIDGE,IRIDGE,LRIDGE] = TFRIDGE(TFM,F);[...] = TFRIDGE(TFM,F,PENALTY);[...] = TFRIDGE(...,'NumRidges',NR);[...] = TFRIDGE(...,'NumRidges',NR,'NumFrequencyBins',NBINS);fridge = tfridge(sst,f,10,'NumRidges',2)"
thd,Measurements and Feature Extraction,function,"R = THD(X);R = THD(X, Fs, N);R = THD(Pxx, F, 'psd');R = THD(Pxx, F, N, 'psd');R = THD(Sxx, F, RBW, 'power');R = THD(Sxx, F, RBW, N, 'power');[R, HARMPOW, HARMFREQ] = THD(...);[...] = THD(...,'aliased');THD(...);thd(x,Fs);[sineTHD, hPower, hFreq] = thd(Sxx,F,rbw,'power');thd(Sxx,F,rbw,'power')"
timeFrequencyScalarFeatureOptions,Measurements and Feature Extraction,function,opts = timeFrequencyScalarFeatureOptions(Name=Value)
timezparse,unlisted,function,
tocanalogfilters,Digital and Analog Filters,function,
toccorrandconv,unlisted,function,
tocfilteranalysis,Digital and Analog Filters,function,
tocfilterdesign,Digital and Analog Filters,function,
tocfiltering,Digital and Analog Filters,function,
tocfilters,Analog Filters,function,
tocmeasurements,unlisted,function,
tocmultiratesignalproc,Digital and Analog Filters,function,
tocsiggenandpreprocess,unlisted,function,
tocsiggpu,unlisted,function,
tocsigmodeling,unlisted,function,
tocspectral,unlisted,function,
toctimefrequency,unlisted,function,
toctransforms,unlisted,function,
tocvibration,unlisted,function,
toi,Measurements and Feature Extraction,function,"OIP3 = TOI(X);OIP3 = TOI(X, Fs);OIP3 = TOI(Pxx, F, 'psd');OIP3 = TOI(Sxx, F, RBW, 'power');[OIP3, FUNDPOW, FUNDFREQ, IMODPOW, IMODFREQ] = TOI(...);TOI(...);toi(y, Fs);[myTOI, Pfund, Ffund, Pim3, Fim3] = toi(Sxx, F, enbw(w,Fs), 'power');toi(Sxx, F, enbw(w,Fs), 'power')"
triang,Spectral Analysis,function,W = TRIANG(N);triang(L)
tripuls,Signal Generation and Preprocessing,function,"TRIPULS(T);TRIPULS(T,W);TRIPULS(T,W,S);x = tripuls(t,w)"
tsa,Vibration Analysis,function,"TA = TSA(X,Fs,TP);TA = TSA(X,T,TP);TA = TSA(XT,TP);TA = TSA(...,'PulsesPerRotation',PR);TA = TSA(...,'Method',AM);TA = TSA(...,'ResampleFactor',RF);TA = TSA(...,'NumRotations',NR);[TA,T,P] = TSA(...);[TA,T,P,RPM] = TSA(...);TSA(...);tsa(y,fs,tPulse);tsa(TT,tPulse)"
tukeywin,Spectral Analysis,function,"TUKEYWIN(N);W = TUKEYWIN(N,R);w = tukeywin(N,0.5)"
udecode,Signal Generation and Preprocessing,function,"Y = UDECODE(U,N);Y = UDECODE(U,N,V);Y = UDECODE(U,N,V,'wrap');ysat = udecode(u,3)"
uencode,Signal Generation and Preprocessing,function,"Y = UENCODE(U,N);Y = UENCODE(U,N,V);Y = UENCODE(U,N,V,'unsigned');Y = UENCODE(U,N,V,'signed');y = uencode(u,3)"
undershoot,Measurements and Feature Extraction,function,"US = UNDERSHOOT(X);US = UNDERSHOOT(X,Fs);US = UNDERSHOOT(X,T);US = UNDERSHOOT(...,'Region',REGION);US = UNDERSHOOT(...,'SeekFactor',FACTOR);US = UNDERSHOOT(...,'Tolerance',TOL);US = UNDERSHOOT(...,'PercentReferenceLevels',PRL);US = UNDERSHOOT(...,'StateLevels',SL);[US,ULEV,UINST] = UNDERSHOOT(...);UNDERSHOOT(...);undershoot(x, t);y = undershoot(x, 4e6)"
unshiftdata,Signal Generation and Preprocessing,function,"Y = UNSHIFTDATA(X,PERM,NSHIFTS);y = unshiftdata(x,perm,nshifts)"
upfirdn,Multirate Signal Processing,function,"UPFIRDN(X,H,P,Q);y = upfirdn(x,h,L,M)"
upsample,Multirate Signal Processing,function,"UPSAMPLE(X,N);UPSAMPLE(X,N,PHASE);y = upsample(x,3);y = upsample(x,3,2)"
vco,Signal Generation and Preprocessing,function,"Y = VCO(X,Fc,Fs);Y = VCO(X,[Fmin Fmax],Fs);x = vco(sawtooth(2*pi*t,0.75),[0.1 0.4]*fs,fs)"
vratio,unlisted,function,"VRATIO(u,ineps,mp)"
window,unlisted,function,"WINDOW(@WNAME,N);WINDOW(@WNAME,N,OPT1,OPT2);w = window(@blackmanharris,N);w1 = window(@gausswin,N,2.5);w2 = window(@taylorwin,N,5,-35)"
xcorr2,Correlation and Convolution,function,"XCORR2(A,B);XCORR2(A);xcorr2(a,b)"
xspectrogram,Time-Frequency Analysis,function,"S = XSPECTROGRAM(X,Y);S = XSPECTROGRAM(X,Y,WINDOW);S = XSPECTROGRAM(X,Y,WINDOW,NOVERLAP);S = XSPECTROGRAM(X,Y,WINDOW,NOVERLAP,NFFT);S = XSPECTROGRAM(X,Y,WINDOW,NOVERLAP,NFFT,Fs);S = XSPECTROGRAM(...,'MinThreshold',THRESH);S = XSPECTROGRAM(...,SPECTRUMTYPE);[S,F,T] = XSPECTROGRAM(...);[S,F,T] = XSPECTROGRAM(X,Y,WINDOW,NOVERLAP,F);[S,F,T] = XSPECTROGRAM(X,Y,WINDOW,NOVERLAP,F,Fs);[S,F,T,C] = XSPECTROGRAM(...);[...] = XSPECTROGRAM(...,FREQRANGE);[...] = XSPECTROGRAM(...,'OutputTimeDimension',TIMEDIMENSION);XSPECTROGRAM(...);XSPECTROGRAM(...,FREQLOCATION);xspectrogram(x1,x2,128,120,128,1e3);[~,f,~,C] = xspectrogram(y1,y2,kaiser(128,18),120,128,1e3)"
yulewalk,Digital Filter Design,function,"[B,A] = YULEWALK(N,F,M);[b,a] = yulewalk(8,f,m)"
zerocrossrate,Measurements and Feature Extraction,function,"RATE = ZEROCROSSRATE(X);RATE = ZEROCROSSRATE(TT);RATE = ZEROCROSSRATE(...,InitialState=INITIALVALUES);RATE = ZEROCROSSRATE(...,Method=ZCRMETHOD);RATE = ZEROCROSSRATE(...,WindowLength=WINDOWLENGTH);RATE = ZEROCROSSRATE(...,OverlapLength=NOVERLAP);RATE = ZEROCROSSRATE(...,Level=LVL);RATE = ZEROCROSSRATE(...,Threshold=THRESHOLDVALUE);RATE = ZEROCROSSRATE(...,TransitionEdge=EDGE);RATE = ZEROCROSSRATE(...,ZeroPositive=ZPFLAG);[RATE,COUNT] = ZEROCROSSRATE(...);[RATE,COUNT,INDICES] = ZEROCROSSRATE(...);ZEROCROSSRATE(...);[rate,count,indices] = zerocrossrate(binarySeq);[rate,count,indices] = zerocrossrate(binarySeq,Method=""comparison"");zerocrossrate(audioIn,WindowLength=round(fs*0.05),OverlapLength=0)"
zerophase,Digital Filter Analysis,function,"[Hr,W] = ZEROPHASE(B,A);[Hr,W] = ZEROPHASE(SOS);[Hr,W] = ZEROPHASE(D);[Hr,W] = ZEROPHASE(..., NFFT);[Hr,W] = ZEROPHASE(...,NFFT,'whole');[Hr,F] = ZEROPHASE(...,Fs);[Hr,F] = ZEROPHASE(...,'whole',Fs);Hr = ZEROPHASE(...,W);Hr = ZEROPHASE(..,F,Fs);[Hr,W,Phi] = ZEROPHASE(...);ZEROPHASE(...);zerophase(b);zerophase(b,a,512,'whole');zerophase(SOS);zerophase(D,2048)"
zp2ctf,Digital Filtering,function,"[NUM,DEN,G] = zp2ctf(Z,P,K);zp2ctf(...,SectionOrder=ORD);zp2ctf(...,Direction=DIR);zp2ctf(...,Scale=S);[NUM2,DEN2,G2] = zp2ctf(z,p,k);[NUM4,DEN4,G4] = zp2ctf(z,p,k,SectionOrder=4)"
zp2sos,Digital Filtering,function,"[SOS,G] = ZP2SOS(Z,P,K);ZP2SOS(Z,P,K,DIR_FLAG);ZP2SOS(Z,P,K,DIR_FLAG,SCALE);ZP2SOS(Z,P,K,DIR_FLAG,SCALE,KRZFLAG);sos = zp2sos(z,p,k)"
zplane,Digital Filter Analysis,function,"ZPLANE(Z,P);ZPLANE(B,A);[HZ,HP,Hl] = ZPLANE(Z,P);ZPLANE(Z,P,AX);[HZ,HP,Hl] = ZPLANE(D);zplane(b);zplane(b,a);zplane(z,p);zplane(D)"
zplaneplot,unlisted,function,"ZPLANEPLOT(Z,P);ZPLANEPLOT(...,MARKERS);ZPLANEPLOT(...,COLORS);[HZ,HP,Hl] = ZPLANEPLOT(Z,P);zplaneplot(z,p,{'s','+'});zplaneplot(z,p,{[1 0 0],[.8 .8 .8]});zplaneplot([z1,z2],[p1,p2],{'s','+','d','*'})"
