name,kind,folder,graphics,form_index,syntax,name_value
contour,function,specgraph,yes,6,M = contour(___),no
contour,function,specgraph,yes,7,"[M,c] = contour(___)",no
contour3,function,specgraph,yes,0,contour3(Z),no
contour3,function,specgraph,yes,1,"contour3(X,Y,Z)",no
contour3,function,specgraph,yes,2,"contour3(___,levels)",no
contour3,function,specgraph,yes,3,"contour3(___,LineSpec)",no
contour3,function,specgraph,yes,4,"contour3(___,Name,Value)",yes
contour3,function,specgraph,yes,5,"contour3(ax,___)",no
contour3,function,specgraph,yes,6,M = contour3(___),no
contour3,function,specgraph,yes,7,"[M,c] = contour3(___)",no
contourc,builtin,specgraph,yes,0,C = contourc(Z),no
contourc,builtin,specgraph,yes,1,"C = contourc(Z,n)",no
contourc,builtin,specgraph,yes,2,"C = contourc(Z,v)",no
contourc,builtin,specgraph,yes,3,"C = contourc(x,y,Z)",no
contourc,builtin,specgraph,yes,4,"C = contourc(x,y,Z,n)",no
contourc,builtin,specgraph,yes,5,"C = contourc(x,y,Z,v)",no
contourf,function,specgraph,yes,0,contourf(Z),no
contourf,function,specgraph,yes,1,"contourf(X,Y,Z)",no
contourf,function,specgraph,yes,2,"contourf(___,levels)",no
contourf,function,specgraph,yes,3,"contourf(___,LineSpec)",no
contourf,function,specgraph,yes,4,"contourf(___,Name,Value)",yes
contourf,function,specgraph,yes,5,"contourf(ax,___)",no
contourf,function,specgraph,yes,6,M = contourf(___),no
contourf,function,specgraph,yes,7,"[M,c] = contourf(___)",no
contourslice,function,specgraph,yes,0,"contourslice(X,Y,Z,V,xslice,yslice,zslice)",no
contourslice,function,specgraph,yes,1,"contourslice(V,xslice,yslice,zslice)",no
contourslice,function,specgraph,yes,2,"contourslice(___,num)",no
contourslice,function,specgraph,yes,3,"contourslice(___,lvls)",no
contourslice,function,specgraph,yes,4,"contourslice(___,method)",no
contourslice,function,specgraph,yes,5,"contourslice(ax,___)",no
contourslice,function,specgraph,yes,6,s = contourslice(___),no
contrast,function,specgraph,yes,0,newmap = contrast(I),no
contrast,function,specgraph,yes,1,"newmap = contrast(I,m)",no
conv,function,datafun,no,0,"w = conv(u,v)",no
conv,function,datafun,no,1,"w = conv(u,v,shape)",no
conv2,builtin,datafun,no,0,"C = conv2(A,B)",no
conv2,builtin,datafun,no,1,"C = conv2(u,v,A)",no
conv2,builtin,datafun,no,2,"C = conv2(___,shape)",no
convertCharsToStrings,builtin,strfun,no,0,B = convertCharsToStrings(A),no
convertCharsToStrings,builtin,strfun,no,1,"[B1,...,Bn] = convertCharsToStrings(A1,...,An)",no
convertContainedStringsToChars,builtin,strfun,no,0,B = convertContainedStringsToChars(A),no
convertContainedStringsToChars,builtin,strfun,no,1,"[B1,...,Bn] = convertContainedStringsToChars(A1,...,An)",no
convertStringsToChars,builtin,strfun,no,0,B = convertStringsToChars(A),no
convertStringsToChars,builtin,strfun,no,1,"[B1,...,Bn] = convertStringsToChars(A1,...,An)",no
convertvars,function,,no,0,"T2 = convertvars(T1,vars,dataType)",no
convhull,builtin,polyfun,no,0,k = convhull(P),no
convhull,builtin,polyfun,no,1,"k = convhull(x,y)",no
convhull,builtin,polyfun,no,2,"k = convhull(x,y,z)",no
convhull,builtin,polyfun,no,3,"k = convhull(___,'Simplify',tf)",no
convhull,builtin,polyfun,no,4,"[k,av] = convhull(___)",no
convhulln,function,polyfun,no,0,k = convhulln(P),no
convhulln,function,polyfun,no,1,"k = convhulln(P,opts)",no
convhulln,function,polyfun,no,2,"[k,vol] = convhulln(___)",no
convn,function,datafun,no,0,"C = convn(A,B)",no
convn,function,datafun,no,1,"C = convn(A,B,shape)",no
cool,function,color,yes,0,c = cool,no
cool,function,color,yes,1,c = cool(m),no
copper,function,color,yes,0,c = copper,no
copper,function,color,yes,1,c = copper(m),no
copyfile,builtin,general,no,0,copyfile source,no
copyfile,builtin,general,no,1,copyfile source destination,no
copyfile,builtin,general,no,2,copyfile source destination f,no
copyfile,builtin,general,no,3,status = copyfile(___),no
copyfile,builtin,general,no,4,"[status,msg] = copyfile(___)",no
copyfile,builtin,general,no,5,"[status,msg,msgID] = copyfile(___)",no
copygraphics,function,printing,yes,0,copygraphics(obj),no
copygraphics,function,printing,yes,1,"copygraphics(obj,Name,Value)",yes
copyobj,builtin,objectsystem,yes,0,"new_handle = copyobj(h,p)",no
copyobj,builtin,objectsystem,yes,1,"copyobj(___,'legacy')",no
corrcoef,function,datafun,no,0,R = corrcoef(A),no
corrcoef,function,datafun,no,1,"R = corrcoef(A,B)",no
corrcoef,function,datafun,no,2,"[R,P] = corrcoef(___)",no
corrcoef,function,datafun,no,3,"[R,P,RL,RU] = corrcoef(___)",no
corrcoef,function,datafun,no,4,"___ = corrcoef(___,Name,Value)",yes
cosd,builtin,elfun,no,0,Y = cosd(X),no
cosh,builtin,elfun,no,0,Y = cosh(X),no
cot,function,elfun,no,0,Y = cot(X),no
cotd,function,elfun,no,0,Y = cotd(X),no
coth,function,elfun,no,0,Y = coth(X),no
count,builtin,strfun,no,0,"A = count(str,pat)",no
count,builtin,strfun,no,1,"A = count(str,pat,'IgnoreCase',true)",no
cov,function,datafun,no,0,C = cov(A),no
cov,function,datafun,no,1,"C = cov(A,B)",no
cov,function,datafun,no,2,"C = cov(___,w)",no
cov,function,datafun,no,3,"C = cov(___,nanflag)",no
cplxpair,function,elfun,no,0,B = cplxpair(A),no
cplxpair,function,elfun,no,1,"B = cplxpair(A,tol)",no
cplxpair,function,elfun,no,2,"B = cplxpair(A,[],dim)",no
cplxpair,function,elfun,no,3,"B = cplxpair(A,tol,dim)",no
cputime,builtin,timefun,no,0,t = cputime,no
createClassFromWsdl,function,iofun,no,0,createClassFromWsdl(source),no
createSoapMessage,function,iofun,no,0,"message = createSoapMessage(namespace,method,values,names,types)",no
createSoapMessage,function,iofun,no,1,"message = createSoapMessage(namespace,method,values,names,types,style)",no
cross,function,specfun,no,0,"C = cross(A,B)",no
cross,function,specfun,no,1,"C = cross(A,B,dim)",no
csc,function,elfun,no,0,Y = csc(X),no
cscd,function,elfun,no,0,Y = cscd(X),no
csch,function,elfun,no,0,Y = csch(X),no
csvread,function,iofun,no,0,M = csvread(filename),no
csvread,function,iofun,no,1,"M = csvread(filename,R1,C1)",no
csvread,function,iofun,no,2,"M = csvread(filename,R1,C1,[R1 C1 R2 C2])",no
csvwrite,function,iofun,no,0,"csvwrite(filename,M)",no
csvwrite,function,iofun,no,1,"csvwrite(filename,M,row,col)",no
ctranspose,builtin,ops,no,0,B = A',no
ctranspose,builtin,ops,no,1,B = ctranspose(A),no
cummax,builtin,datafun,no,0,M = cummax(A),no
cummax,builtin,datafun,no,1,"M = cummax(A,dim)",no
cummax,builtin,datafun,no,2,"M = cummax(___,direction)",no
cummax,builtin,datafun,no,3,"M = cummax(___,nanflag)",no
cummin,builtin,datafun,no,0,M = cummin(A),no
cummin,builtin,datafun,no,1,"M = cummin(A,dim)",no
cummin,builtin,datafun,no,2,"M = cummin(___,direction)",no
cummin,builtin,datafun,no,3,"M = cummin(___,nanflag)",no
cumprod,builtin,datafun,no,0,B = cumprod(A),no
cumprod,builtin,datafun,no,1,"B = cumprod(A,dim)",no
cumprod,builtin,datafun,no,2,"B = cumprod(___,direction)",no
cumprod,builtin,datafun,no,3,"B = cumprod(___,nanflag)",no
cumsum,builtin,datafun,no,0,B = cumsum(A),no
cumsum,builtin,datafun,no,1,"B = cumsum(A,dim)",no
cumsum,builtin,datafun,no,2,"B = cumsum(___,direction)",no
cumsum,builtin,datafun,no,3,"B = cumsum(___,nanflag)",no
cumtrapz,function,datafun,no,0,Q = cumtrapz(Y),no
cumtrapz,function,datafun,no,1,"Q = cumtrapz(X,Y)",no
cumtrapz,function,datafun,no,2,"Q = cumtrapz(___,dim)",no
curl,function,specgraph,yes,0,"[curlx,curly,curlz,cav] = curl(X,Y,Z,Fx,Fy,Fz)",no
curl,function,specgraph,yes,1,"[curlx,curly,curlz,cav] = curl(Fx,Fy,Fz)",no
curl,function,specgraph,yes,2,"[curlz,cav] = curl(X,Y,Fx,Fy)",no
curl,function,specgraph,yes,3,"[curlz,cav] = curl(Fx,Fy)",no
curl,function,specgraph,yes,4,cav = curl(___),no
currentProject,function,project,no,0,proj = currentProject,no
customverctrl,function,,no,0,customverctrl,no
cylinder,function,specgraph,yes,0,"[X,Y,Z] = cylinder",no
cylinder,function,specgraph,yes,1,"[X,Y,Z] = cylinder(r)",no
cylinder,function,specgraph,yes,2,"[X,Y,Z] = cylinder(r,n)",no
cylinder,function,specgraph,yes,3,cylinder(___),no
cylinder,function,specgraph,yes,4,"cylinder(ax,___)",no
daqread,function,iofun,no,0,data = daqread('filename'),no
daqread,function,iofun,no,1,"[data,time] = daqread(...)",no
daqread,function,iofun,no,2,"[data,time,abstime] = daqread(...)",no
daqread,function,iofun,no,3,"[data,time,abstime,events] = daqread(...)",no
daqread,function,iofun,no,4,"[data,time,abstime,events,daqinfo] = daqread(...)",no
daqread,function,iofun,no,5,"data = daqread(...,'Param1', Val1,...)",no
daqread,function,iofun,no,6,"daqinfo = daqread('filename','info')",no
daspect,function,graph3d,yes,0,daspect(ratio),no
daspect,function,graph3d,yes,1,d = daspect,no
daspect,function,graph3d,yes,2,daspect auto,no
daspect,function,graph3d,yes,3,daspect manual,no
daspect,function,graph3d,yes,4,m = daspect('mode'),no
daspect,function,graph3d,yes,5,"___ = daspect(ax,___)",no
datacursormode,function,graphics,yes,0,datacursormode on,no
datacursormode,function,graphics,yes,1,datacursormode off,no
datacursormode,function,graphics,yes,2,datacursormode,no
datacursormode,function,graphics,yes,3,"datacursormode(fig,___)",no
datacursormode,function,graphics,yes,4,dcm = datacursormode,no
datacursormode,function,graphics,yes,5,dcm = datacursormode(fig),no
datastore,function,datastoreio,no,0,ds = datastore(location),no
datastore,function,datastoreio,no,1,"ds = datastore(location,Name,Value)",yes
date,function,timefun,no,0,c = date,no
datenum,function,timefun,no,0,DateNumber = datenum(t),no
datenum,function,timefun,no,1,DateNumber = datenum(DateString),no
datenum,function,timefun,no,2,"DateNumber = datenum(DateString,formatIn)",no
datenum,function,timefun,no,3,"DateNumber = datenum(DateString,PivotYear)",no
datenum,function,timefun,no,4,"DateNumber = datenum(DateString,formatIn,PivotYear)",no
datenum,function,timefun,no,5,DateNumber = datenum(DateVector),no
datenum,function,timefun,no,6,"DateNumber = datenum(Y,M,D)",no
datenum,function,timefun,no,7,"DateNumber = datenum(Y,M,D,H,MN,S)",no
datestr,function,timefun,no,0,DateString = datestr(t),no
datestr,function,timefun,no,1,DateString = datestr(DateVector),no
datestr,function,timefun,no,2,DateString = datestr(DateNumber),no
datestr,function,timefun,no,3,"DateString = datestr(___,formatOut)",no
datestr,function,timefun,no,4,DateString = datestr(DateStringIn),no
datestr,function,timefun,no,5,"DateString = datestr(DateStringIn,formatOut,PivotYear)",no
datestr,function,timefun,no,6,"DateString = datestr(___,'local')",no
datetick,function,timefun,no,0,datetick(tickaxis),no
datetick,function,timefun,no,1,"datetick(tickaxis,dateFormat)",no
datetick,function,timefun,no,2,"datetick(___,'keeplimits')",no
datetick,function,timefun,no,3,"datetick(___,'keepticks')",no
datetick,function,timefun,no,4,"datetick(axes_handle,___)",no
datevec,function,timefun,no,0,DateVector = datevec(t),no
datevec,function,timefun,no,1,DateVector = datevec(DateNumber),no
datevec,function,timefun,no,2,DateVector = datevec(DateString),no
datevec,function,timefun,no,3,"DateVector = datevec(DateString,formatIn)",no
datevec,function,timefun,no,4,"DateVector = datevec(DateString,PivotYear)",no
datevec,function,timefun,no,5,"DateVector = datevec(DateString,formatIn,PivotYear)",no
datevec,function,timefun,no,6,"[Y,M,D,H,MN,S] = datevec(___)",no
dbclear,builtin,codetools,no,0,dbclear all,no
dbclear,builtin,codetools,no,1,dbclear in file,no
dbclear,builtin,codetools,no,2,dbclear in file at location,no
dbclear,builtin,codetools,no,3,dbclear if condition,no
dbcont,builtin,codetools,no,0,dbcont,no
dbdown,builtin,codetools,no,0,dbdown,no
dbdown,builtin,codetools,no,1,dbdown n,no
dblquad,function,funfun,no,0,"q = dblquad(fun,xmin,xmax,ymin,ymax)",no
dblquad,function,funfun,no,1,"q = dblquad(fun,xmin,xmax,ymin,ymax,tol)",no
dblquad,function,funfun,no,2,"q = dblquad(fun,xmin,xmax,ymin,ymax,tol,method)",no
dbmex,function,codetools,no,0,dbmex state,no
dbquit,builtin,codetools,no,0,dbquit,no
dbquit,builtin,codetools,no,1,dbquit all,no
dbstack,builtin,codetools,no,0,dbstack,no
dbstack,builtin,codetools,no,1,dbstack(n),no
dbstack,builtin,codetools,no,2,"dbstack(___, '-completenames')",no
dbstack,builtin,codetools,no,3,ST = dbstack(___),no
dbstack,builtin,codetools,no,4,"[ST,I] = dbstack(___)",no
dbstatus,builtin,codetools,no,0,dbstatus,no
dbstatus,builtin,codetools,no,1,dbstatus file,no
dbstatus,builtin,codetools,no,2,dbstatus -completenames,no
dbstatus,builtin,codetools,no,3,dbstatus file -completenames,no
dbstatus,builtin,codetools,no,4,b = dbstatus(___),no
dbstep,builtin,codetools,no,0,dbstep,no
dbstep,builtin,codetools,no,1,dbstep in,no
dbstep,builtin,codetools,no,2,dbstep out,no
dbstep,builtin,codetools,no,3,dbstep nlines,no
dbstop,builtin,codetools,no,0,dbstop in file,no
dbstop,builtin,codetools,no,1,dbstop in file at location,no
dbstop,builtin,codetools,no,2,dbstop in file if expression,no
dbstop,builtin,codetools,no,3,dbstop in file at location if expression,no
dbstop,builtin,codetools,no,4,dbstop if condition,no
dbstop,builtin,codetools,no,5,dbstop(b),no
dbtype,builtin,codetools,no,0,dbtype filename,no
dbtype,builtin,codetools,no,1,dbtype filename start:end,no
dbup,builtin,codetools,no,0,dbup,no
dbup,builtin,codetools,no,1,dbup n,no
dde23,function,funfun,no,0,"sol = dde23(ddefun,lags,history,tspan)",no
dde23,function,funfun,no,1,"sol = dde23(ddefun,lags,history,tspan,options)",no
ddeget,function,funfun,no,0,"val = ddeget(options,'name')",no
ddeget,function,funfun,no,1,"val = ddeget(options,'name',default)",no
ddensd,function,funfun,no,0,"sol = ddensd(ddefun,dely,delyp,history,tspan)",no
ddensd,function,funfun,no,1,"sol = ddensd(ddefun,dely,delyp,history,tspan,options)",no
ddesd,function,funfun,no,0,"sol = ddesd(ddefun,delays,history,tspan)",no
ddesd,function,funfun,no,1,"sol = ddesd(ddefun,delays,history,tspan,options)",no
ddeset,function,funfun,no,0,"options = ddeset('name1',value1,'name2',value2,...)",no
ddeset,function,funfun,no,1,"options = ddeset(oldopts,'name1',value1,...)",no
ddeset,function,funfun,no,2,"options = ddeset(oldopts,newopts)",no
ddeset,function,funfun,no,3,ddeset,no
deal,function,datatypes,no,0,"[B1,...,Bn] = deal(A1,...,An)",no
deal,function,datatypes,no,1,"[B1,...,Bn] = deal(A)",no
deblank,builtin,strfun,no,0,newStr = deblank(str),no
dec2base,function,strfun,no,0,"baseStr = dec2base(D,n)",no
dec2base,function,strfun,no,1,"baseStr = dec2base(D,n,minDigits)",no
dec2bin,function,strfun,no,0,binStr = dec2bin(D),no
dec2bin,function,strfun,no,1,"binStr = dec2bin(D,minDigits)",no
dec2hex,function,strfun,no,0,hexStr = dec2hex(D),no
dec2hex,function,strfun,no,1,"hexStr = dec2hex(D,minDigits)",no
decic,function,funfun,no,0,"[y0_new,yp0_new] = decic(odefun,t0,y0,fixed_y0,yp0,fixed_yp0)",no
decic,function,funfun,no,1,"[y0_new,yp0_new] = decic(odefun,t0,y0,fixed_y0,yp0,fixed_yp0,options)",no
decic,function,funfun,no,2,"[y0_new,yp0_new,resnrm] = decic(___)",no
deconv,function,datafun,no,0,"[q,r] = deconv(u,v)",no
deg2rad,function,elfun,no,0,R = deg2rad(D),no
del2,function,datafun,no,0,L = del2(U),no
del2,function,datafun,no,1,"L = del2(U,h)",no
del2,function,datafun,no,2,"L = del2(U,hx,hy,...,hN)",no
delaunay,builtin,polyfun,no,0,DT = delaunay(P),no
delaunay,builtin,polyfun,no,1,"DT = delaunay(x,y)",no
delaunay,builtin,polyfun,no,2,"DT = delaunay(x,y,z)",no
delaunayn,function,polyfun,no,0,T = delaunayn(X),no
delaunayn,function,polyfun,no,1,"T = delaunayn(X,options)",no
delete,builtin,general,no,0,delete filename,no
delete,builtin,general,no,1,delete filename1 ... filenamen,no
delete,builtin,general,no,2,delete(obj),no
demo,function,helptools,no,0,demo,no
demo,function,helptools,no,1,demo type,no
demo,function,helptools,no,2,demo type name,no
det,builtin,matfun,no,0,d = det(A),no
details,function,lang,no,0,details(A),no
detectImportOptions,function,general,no,0,opts = detectImportOptions(filename),no
detectImportOptions,function,general,no,1,"opts = detectImportOptions(filename,Name,Value)",yes
detrend,function,datafun,no,0,y = detrend(x),no
detrend,function,datafun,no,1,"y = detrend(x,n)",no
detrend,function,datafun,no,2,"y = detrend(x,n,bp)",no
detrend,function,datafun,no,3,"y = detrend(___,nanflag)",no
detrend,function,datafun,no,4,"y = detrend(___,Name,Value)",yes
deval,function,funfun,no,0,"y = deval(sol,x)",no
deval,function,funfun,no,1,"y = deval(x,sol)",no
deval,function,funfun,no,2,"y = deval(___,idx)",no
deval,function,funfun,no,3,"[y,yp] = deval(___)",no
diag,builtin,elmat,no,0,D = diag(v),no
diag,builtin,elmat,no,1,"D = diag(v,k)",no
diag,builtin,elmat,no,2,x = diag(A),no
diag,builtin,elmat,no,3,"x = diag(A,k)",no
dialog,function,uitools,no,0,d = dialog,no
dialog,function,uitools,no,1,"d = dialog(Name,Value)",yes
diary,builtin,general,no,0,diary,no
diary,builtin,general,no,1,diary filename,no
diary,builtin,general,no,2,diary off,no
diary,builtin,general,no,3,diary on,no
diff,builtin,datafun,no,0,Y = diff(X),no
diff,builtin,datafun,no,1,"Y = diff(X,n)",no
diff,builtin,datafun,no,2,"Y = diff(X,n,dim)",no
diffuse,function,graph3d,yes,0,"R = diffuse(Nx,Ny,Nz,S)",no
digitBoundary,builtin,pattern,no,0,pat = digitBoundary,no
digitBoundary,builtin,pattern,no,1,pat = digitBoundary(type),no
digitsPattern,builtin,pattern,no,0,pat = digitsPattern,no
digitsPattern,builtin,pattern,no,1,pat = digitsPattern(N),no
digitsPattern,builtin,pattern,no,2,"pat = digitsPattern(minCharacters,maxCharacters)",no
dir,builtin,general,no,0,dir,no
dir,builtin,general,no,1,dir name,no
dir,builtin,general,no,2,listing = dir(name),no
disableDefaultInteractivity,function,graphics,yes,0,disableDefaultInteractivity(ax),no
disp,builtin,lang,no,0,disp(X),no
display,builtin,lang,no,0,display(X),no
dissect,builtin,sparfun,no,0,p = dissect(A),no
dissect,builtin,sparfun,no,1,"p = dissect(A,Name,Value)",yes
dither,function,specgraph,yes,0,"X = dither(RGB,map)",no
dither,function,specgraph,yes,1,"X = dither(RGB,map,Qm,Qe)",no
dither,function,specgraph,yes,2,BW = dither(I),no
divergence,function,specgraph,yes,0,"div = divergence(X,Y,Z,Fx,Fy,Fz)",no
divergence,function,specgraph,yes,1,"div = divergence(Fx,Fy,Fz)",no
divergence,function,specgraph,yes,2,"div = divergence(X,Y,Fx,Fy)",no
divergence,function,specgraph,yes,3,"div = divergence(Fx,Fy)",no
dlmread,function,iofun,no,0,M = dlmread(filename),no
dlmread,function,iofun,no,1,"M = dlmread(filename,delimiter)",no
dlmread,function,iofun,no,2,"M = dlmread(filename,delimiter,R1,C1)",no
dlmread,function,iofun,no,3,"M = dlmread(filename,delimiter,[R1 C1 R2 C2])",no
dlmwrite,function,iofun,no,0,"dlmwrite(filename,M)",no
dlmwrite,function,iofun,no,1,"dlmwrite(filename,M,'-append')",no
dlmwrite,function,iofun,no,2,"dlmwrite(___,Name,Value)",yes
dlmwrite,function,iofun,no,3,"dlmwrite(filename,M,delimiter)",no
dlmwrite,function,iofun,no,4,"dlmwrite(filename,M,delimiter,row,col)",no
dmperm,builtin,sparfun,no,0,p = dmperm(A),no
dmperm,builtin,sparfun,no,1,"[p,q,r,s,cc,rr] = dmperm(A)",no
doc,function,helptools,no,0,doc,no
doc,function,helptools,no,1,doc name,no
docsearch,function,helptools,no,0,docsearch,no
docsearch,function,helptools,no,1,docsearch expression,no
dos,function,general,no,0,"[status,cmdout] = dos(command)",no
dot,function,specfun,no,0,"C = dot(A,B)",no
dot,function,specfun,no,1,"C = dot(A,B,dim)",no
dragrect,function,uitools,no,0,[finalrect] = dragrect(initialrect),no
dragrect,function,uitools,no,1,"[finalrect] = dragrect(initialrect,stepsize)",no
drawnow,builtin,graphics,yes,0,drawnow,no
drawnow,builtin,graphics,yes,1,drawnow limitrate,no
drawnow,builtin,graphics,yes,2,drawnow nocallbacks,no
drawnow,builtin,graphics,yes,3,drawnow limitrate nocallbacks,no
drawnow,builtin,graphics,yes,4,drawnow update,no
drawnow,builtin,graphics,yes,5,drawnow expose,no
dsearchn,function,polyfun,no,0,"k = dsearchn(P,PQ)",no
dsearchn,function,polyfun,no,1,"k = dsearchn(P,T,PQ)",no
dsearchn,function,polyfun,no,2,"k = dsearchn(P,T,PQ,outind)",no
dsearchn,function,polyfun,no,3,"[k,dist] = dsearchn(___)",no
echo,builtin,general,no,0,echo on,no
echo,builtin,general,no,1,echo off,no
echo,builtin,general,no,2,echo,no
echo,builtin,general,no,3,echo filename on,no
echo,builtin,general,no,4,echo filename off,no
echo,builtin,general,no,5,echo filename,no
echo,builtin,general,no,6,echo on all,no
echo,builtin,general,no,7,echo off all,no
echodemo,function,helptools,no,0,echodemo filename,no
echodemo,function,helptools,no,1,"echodemo(filename,index)",no
echotcpip,function,networklib,no,0,"echotcpip(""on"",port)",no
echotcpip,function,networklib,no,1,"echotcpip(""off"")",no
edit,function,codetools,no,0,edit,no
edit,function,codetools,no,1,edit file,no
edit,function,codetools,no,2,edit file1 ... fileN,no
eig,builtin,matfun,no,0,e = eig(A),no
eig,builtin,matfun,no,1,"[V,D] = eig(A)",no
eig,builtin,matfun,no,2,"[V,D,W] = eig(A)",no
eig,builtin,matfun,no,3,"e = eig(A,B)",no
eig,builtin,matfun,no,4,"[V,D] = eig(A,B)",no
eig,builtin,matfun,no,5,"[V,D,W] = eig(A,B)",no
eig,builtin,matfun,no,6,"[___] = eig(A,balanceOption)",no
eig,builtin,matfun,no,7,"[___] = eig(A,B,algorithm)",no
eig,builtin,matfun,no,8,"[___] = eig(___,outputForm)",no
eigs,function,sparfun,no,0,d = eigs(A),no
eigs,function,sparfun,no,1,"d = eigs(A,k)",no
eigs,function,sparfun,no,2,"d = eigs(A,k,sigma)",no
eigs,function,sparfun,no,3,"d = eigs(A,k,sigma,Name,Value)",yes
eigs,function,sparfun,no,4,"d = eigs(A,k,sigma,opts)",no
eigs,function,sparfun,no,5,"d = eigs(A,B,___)",no
eigs,function,sparfun,no,6,"d = eigs(Afun,n,___)",no
eigs,function,sparfun,no,7,"[V,D] = eigs(___)",no
eigs,function,sparfun,no,8,"[V,D,flag] = eigs(___)",no
ellipj,function,specfun,no,0,"[SN,CN,DN] = ellipj(U,M)",no
ellipj,function,specfun,no,1,"[SN,CN,DN] = ellipj(U,M,tol)",no
ellipke,function,specfun,no,0,K = ellipke(M),no
ellipke,function,specfun,no,1,"[K,E] = ellipke(M)",no
ellipke,function,specfun,no,2,"[K,E] = ellipke(M,tol)",no
ellipsoid,function,specgraph,yes,0,"[X,Y,Z] = ellipsoid(xc,yc,zc,xr,yr,zr)",no
ellipsoid,function,specgraph,yes,1,"[X,Y,Z] = ellipsoid(xc,yc,zc,xr,yr,zr,n)",no
ellipsoid,function,specgraph,yes,2,ellipsoid(___),no
ellipsoid,function,specgraph,yes,3,"ellipsoid(ax,___)",no
else,keyword,lang,no,0,"if expression, statements, end",no
elseif,keyword,lang,no,0,"if expression, statements, end",no
empty,builtin,lang,no,0,A = ClassName.empty,no
empty,builtin,lang,no,1,"A = ClassName.empty(sz1,...,szN)",no
empty,builtin,lang,no,2,A = ClassName.empty(sizeVector),no
enableDefaultInteractivity,function,graphics,yes,0,enableDefaultInteractivity(ax),no
enableLegacyExplorationModes,function,graphics,yes,0,enableLegacyExplorationModes(fig),no
enableNETfromNetworkDrive,function,NET,no,0,enableNETfromNetworkDrive,no
enableservice,function,winfun,no,0,"enableservice('AutomationServer',enable)",no
enableservice,function,winfun,no,1,state = enableservice('AutomationServer'),no
end,keyword,lang,no,0,end,no
endsWith,builtin,strfun,no,0,"TF = endsWith(str,pat)",no
endsWith,builtin,strfun,no,1,"TF = endsWith(str,pat,'IgnoreCase',true)",no
enumeration,keyword,datatypes,no,0,enumeration ClassName,no
enumeration,keyword,datatypes,no,1,enumeration(obj),no
enumeration,keyword,datatypes,no,2,m = enumeration(___),no
enumeration,keyword,datatypes,no,3,"[m,s] = enumeration(___)",no
eomday,function,timefun,no,0,"E = eomday(Y,M)",no
eps,builtin,elmat,no,0,d = eps,no
eps,builtin,elmat,no,1,d = eps(x),no
eps,builtin,elmat,no,2,d = eps(datatype),no
eq,builtin,ops,no,0,A == B,no
eq,builtin,ops,no,1,"eq(A,B)",no
equilibrate,function,sparfun,no,0,"[P,R,C] = equilibrate(A)",no
erase,function,strfun,no,0,"newStr = erase(str,match)",no
eraseBetween,function,strfun,no,0,"newStr = eraseBetween(str,startPat,endPat)",no
eraseBetween,function,strfun,no,1,"newStr = eraseBetween(str,startPos,endPos)",no
eraseBetween,function,strfun,no,2,"newStr = eraseBetween(___,'Boundaries',bounds)",no
erf,builtin,specfun,no,0,erf(x),no
erfc,builtin,specfun,no,0,erfc(x),no
erfcinv,builtin,specfun,no,0,erfcinv(x),no
erfcx,builtin,specfun,no,0,erfcx(x),no
erfinv,builtin,specfun,no,0,erfinv(x),no
error,builtin,lang,no,0,error(msg),no
error,builtin,lang,no,1,"error(msg,A1,...,An)",no
error,builtin,lang,no,2,"error(errID,___)",no
error,builtin,lang,no,3,error(errorStruct),no
error,builtin,lang,no,4,"error(correction,___)",no
errorbar,function,specgraph,yes,0,"errorbar(y,err)",no
errorbar,function,specgraph,yes,1,"errorbar(x,y,err)",no
errorbar,function,specgraph,yes,2,"errorbar(x,y,neg,pos)",no
errorbar,function,specgraph,yes,3,"errorbar(___,ornt)",no
errorbar,function,specgraph,yes,4,"errorbar(x,y,yneg,ypos,xneg,xpos)",no
errorbar,function,specgraph,yes,5,"errorbar(___,LineSpec)",no
errorbar,function,specgraph,yes,6,"errorbar(___,Name,Value)",yes
errorbar,function,specgraph,yes,7,"errorbar(ax,___)",no
errorbar,function,specgraph,yes,8,e = errorbar(___),no
errordlg,function,uitools,no,0,f = errordlg(msg),no
errordlg,function,uitools,no,1,"f = errordlg(msg,title)",no
errordlg,function,uitools,no,2,"f = errordlg(msg,title,opts)",no
errordlg,function,uitools,no,3,f = errordlg,no
etime,function,timefun,no,0,"e = etime(t2,t1)",no
etree,builtin,sparfun,no,0,p = etree(A),no
etree,builtin,sparfun,no,1,"p = etree(A,'col')",no
etree,builtin,sparfun,no,2,"p = etree(A,'sym')",no
etree,builtin,sparfun,no,3,"[p,q] = etree(...)",no
etreeplot,function,sparfun,no,0,etreeplot(A),no
etreeplot,function,sparfun,no,1,"etreeplot(A,nodeSpec,edgeSpec)",no
eval,builtin,lang,no,0,eval(expression),no
eval,builtin,lang,no,1,"[output1,...,outputN] = eval(expression)",no
evalc,builtin,lang,no,0,results = evalc(expression),no
evalc,builtin,lang,no,1,"[results,output1,...,outputN] = evalc(expression)",no
evalin,builtin,lang,no,0,"evalin(workspace,expression)",no
evalin,builtin,lang,no,1,"[output1,...,outputN] = evalin(workspace,expression)",no
event.hasListener,builtin,+event,no,0,"tf = event.hasListener(src,EventName)",no
event.proplistener,function,@proplistener,no,0,"lh = event.proplistener(Hobj,Properties,'PropEvent',@CallbackFunction)",no
eventlisteners,function,winfun,no,0,info = eventlisteners(c),no
