name,kind,folder,graphics,form_index,syntax,name_value
matlab.addons.toolbox.uninstallToolbox,function,+toolbox,no,0,matlab.addons.toolbox.uninstallToolbox(installedToolbox),no
matlab.addons.uninstall,function,+addons,no,0,matlab.addons.uninstall(name),no
matlab.addons.uninstall,function,+addons,no,1,matlab.addons.uninstall(identifier),no
matlab.addons.uninstall,function,+addons,no,2,"matlab.addons.uninstall(___,version)",no
matlab.addons.uninstall,function,+addons,no,3,"matlab.addons.uninstall(___,'All')",no
matlab.apputil.create,function,+apputil,no,0,matlab.apputil.create,no
matlab.apputil.create,function,+apputil,no,1,matlab.apputil.create(prjfile),no
matlab.apputil.getInstalledAppInfo,function,+apputil,no,0,matlab.apputil.getInstalledAppInfo,no
matlab.apputil.getInstalledAppInfo,function,+apputil,no,1,appinfo = matlab.apputil.getInstalledAppInfo,no
matlab.apputil.install,function,+apputil,no,0,appinfo = matlab.apputil.install(appfile),no
matlab.apputil.package,function,+apputil,no,0,matlab.apputil.package(prjfile),no
matlab.apputil.run,function,+apputil,no,0,matlab.apputil.run(appid),no
matlab.apputil.uninstall,function,+apputil,no,0,matlab.apputil.uninstall(appid),no
matlab.codetools.requiredFilesAndProducts,function,+codetools,no,0,fList = matlab.codetools.requiredFilesAndProducts(files),no
matlab.codetools.requiredFilesAndProducts,function,+codetools,no,1,"[fList, pList] = matlab.codetools.requiredFilesAndProducts(files)",no
matlab.codetools.requiredFilesAndProducts,function,+codetools,no,2,"[fList, pList] = matlab.codetools.requiredFilesAndProducts(___,'toponly')",no
matlab.engine.connect_matlab,function,,no,0,eng = matlab.engine.connect_matlab(name=None),no
matlab.engine.connect_matlab,function,,no,1,"eng = matlab.engine.connect_matlab(___,background)",no
matlab.engine.connect_matlab,function,,no,2,"eng = matlab.engine.connect_matlab(___,async)",no
matlab.engine.engineName,function,+engine,no,0,name = matlab.engine.engineName,no
matlab.engine.find_matlab,function,,no,0,names = matlab.engine.find_matlab(),no
matlab.engine.isEngineShared,function,+engine,no,0,tf = matlab.engine.isEngineShared,no
matlab.engine.shareEngine,function,+engine,no,0,matlab.engine.shareEngine,no
matlab.engine.shareEngine,function,+engine,no,1,matlab.engine.shareEngine(name),no
matlab.engine.start_matlab,function,,no,0,eng = matlab.engine.start_matlab(),no
matlab.engine.start_matlab,function,,no,1,eng = matlab.engine.start_matlab(option),no
matlab.engine.start_matlab,function,,no,2,eng = matlab.engine.start_matlab(background),no
matlab.engine.start_matlab,function,,no,3,eng = matlab.engine.start_matlab(async),no
matlab.engine.start_matlab,function,,no,4,eng = matlab.engine.start_matlab(___),no
matlab.io.fits.closeFile,function,+fits,no,0,closeFile(fptr),no
matlab.io.fits.copyHDU,function,+fits,no,0,"copyHDU(infptr,outfptr)",no
matlab.io.fits.createFile,function,+fits,no,0,fptr = createFile(filename),no
matlab.io.fits.createImg,function,+fits,no,0,"createImg(fptr,bitpix,naxes)",no
matlab.io.fits.createTbl,function,+fits,no,0,"fptr = createTbl(fptr,tbltype,nrows,ttype,tform,tunit,extname)",no
matlab.io.fits.deleteCol,function,+fits,no,0,"deleteCol(fptr,colnum)",no
matlab.io.fits.deleteFile,function,+fits,no,0,deleteFile(fptr),no
matlab.io.fits.deleteHDU,function,+fits,no,0,HDU_TYPE = deleteHDU(fptr),no
matlab.io.fits.deleteKey,function,+fits,no,0,"deleteKey(fptr,keyname)",no
matlab.io.fits.deleteRecord,function,+fits,no,0,"deleteRecord(fptr,keynum)",no
matlab.io.fits.deleteRows,function,+fits,no,0,"deleteRows(fptr,firstrow,nrows)",no
matlab.io.fits.fileMode,function,+fits,no,0,mode = fileMode(fptr),no
matlab.io.fits.fileName,function,+fits,no,0,name = fileName(fptr),no
matlab.io.fits.getAColParms,function,+fits,no,0,"[ttype,tbcol,tunit,tform,scale,zero,nulstr,tdisp] = getAColParms(fptr,colnum)",no
matlab.io.fits.getBColParms,function,+fits,no,0,"[ttype,tunit,typechar,repeat,scale,zero,nulval,tdisp] = getBColParms(fptr,colnum)",no
matlab.io.fits.getColName,function,+fits,no,0,"[colnum,colname] = getColNum(fptr,templt,casesen)",no
matlab.io.fits.getColType,function,+fits,no,0,"[dtype,repeat,width] = getColType(fptr,colnum)",no
matlab.io.fits.getConstantValue,function,+fits,no,0,N = getConstantValue(name),no
matlab.io.fits.getEqColType,function,+fits,no,0,"[dtype,repeat,width] = getEqColType(fptr,colnum)",no
matlab.io.fits.getHDUnum,function,+fits,no,0,N = getHDUnum(fptr),no
matlab.io.fits.getHDUtype,function,+fits,no,0,htype = getHDUtype(fptr),no
matlab.io.fits.getHdrSpace,function,+fits,no,0,"[nkeys,morekeys] = fits.getHdrSpace(fptr)",no
matlab.io.fits.getImgSize,function,+fits,no,0,imagesize = getImgSize(fptr),no
matlab.io.fits.getImgType,function,+fits,no,0,datatype = getImgType(fptr),no
matlab.io.fits.getNumCols,function,+fits,no,0,ncols = getNumCols(fptr),no
matlab.io.fits.getNumHDUs,function,+fits,no,0,N = getNumHDUs(fptr),no
matlab.io.fits.getNumRows,function,+fits,no,0,nrows = getNumRows(fptr),no
matlab.io.fits.getOpenFiles,function,+fits,no,0,fptrs = getOpenFiles(),no
matlab.io.fits.getVersion,function,+fits,no,0,V = getVersion(),no
matlab.io.fits.imgCompress,function,+fits,no,0,"imgCompress(infptr,outfptr)",no
matlab.io.fits.insertATbl,function,+fits,no,0,"insertATbl(fptr,rowlen,nrows,ttype,tbcol,tform,tunit,extname)",no
matlab.io.fits.insertBTbl,function,+fits,no,0,"insertBTbl(fptr,nrows,ttype,tform,tunit,extname,pcount)",no
matlab.io.fits.insertCol,function,+fits,no,0,"insertCol(fptr,colnum,ttype,tform)",no
matlab.io.fits.insertImg,function,+fits,no,0,"insertImg(fptr,bitpix,naxes)",no
matlab.io.fits.insertRows,function,+fits,no,0,"insertRows(fptr,firstrow,nrows)",no
matlab.io.fits.isCompressedImg,function,+fits,no,0,TF = isCompressedImg(fptr),no
matlab.io.fits.movAbsHDU,function,+fits,no,0,"htype = fits.movAbsHDU(fptr,HDUNUM)",no
matlab.io.fits.movNamHDU,function,+fits,no,0,"movNamHDU(fptr,hdutype,EXTNAME,EXTVER)",no
matlab.io.fits.movRelHDU,function,+fits,no,0,"htype = moveRelHDU(fptr,nmove)",no
matlab.io.fits.openDiskFile,function,+fits,no,0,fptr = openDiskFile(filename),no
matlab.io.fits.openDiskFile,function,+fits,no,1,"fptr = openDiskFile(filename,mode)",no
matlab.io.fits.openFile,function,+fits,no,0,fptr = openFile(filename),no
matlab.io.fits.openFile,function,+fits,no,1,"fptr = openFile(filename,mode)",no
matlab.io.fits.readATblHdr,function,+fits,no,0,"[rowlen,nrows,ttype,tbcol,tform,tunit,extname] = readATblHdr(fptr)",no
matlab.io.fits.readBTblHdr,function,+fits,no,0,"[nrows,ttype,tform,tunit,extname,pcount] = readBTblHdr(fptr)",no
matlab.io.fits.readCard,function,+fits,no,0,"card = readCard(fptr,keyname)",no
matlab.io.fits.readCol,function,+fits,no,0,"[coldata,nullval] = readCol(fptr,colnum)",no
matlab.io.fits.readCol,function,+fits,no,1,"[coldata,nullval] = readCol(fptr,colnum,firstrow,numrows)",no
matlab.io.fits.readImg,function,+fits,no,0,imgdata = readImg(fptr),no
matlab.io.fits.readImg,function,+fits,no,1,"imgdata = readImg(fptr,fpixel,lpixel)",no
matlab.io.fits.readImg,function,+fits,no,2,"imgdata = readImg(fptr,fpixel,lpixel,inc)",no
matlab.io.fits.readKey,function,+fits,no,0,"[value,comment] = readKey(fptr,keyname)",no
matlab.io.fits.readKeyCmplx,function,+fits,no,0,"[value,comment] = readKeyCmplx(fptr,keyname)",no
matlab.io.fits.readKeyDbl,function,+fits,no,0,"[value,comment] = readKeyDbl(fptr,keyname)",no
matlab.io.fits.readKeyLongLong,function,+fits,no,0,"[value,comment] = readKeyLongLong(fptr,keyname)",no
matlab.io.fits.readKeyLongStr,function,+fits,no,0,"[value,comment] = readKeyLongStr(fptr,keyname)",no
matlab.io.fits.readKeyUnit,function,+fits,no,0,"units = readKeyUnit(fptr,keyname)",no
matlab.io.fits.readRecord,function,+fits,no,0,"card = readRecord(fptr,keynum)",no
matlab.io.fits.setBscale,function,+fits,no,0,"setBscale(fptr,BSCALE,BZERO)",no
matlab.io.fits.setCompressionType,function,+fits,no,0,"setCompressionType(fptr,comptype)",no
matlab.io.fits.setHCompScale,function,+fits,no,0,"setHCompScale(fptr,scale)",no
matlab.io.fits.setHCompSmooth,function,+fits,no,0,"setHCompSmooth(fptr,smooth)",no
matlab.io.fits.setTileDim,function,+fits,no,0,"fits.setTileDim(fptr,tiledims)",no
matlab.io.fits.setTscale,function,+fits,no,0,"setTscale(fptr,colnum,tscale,tzero)",no
matlab.io.fits.writeChecksum,function,+fits,no,0,writeChecksum(fptr),no
matlab.io.fits.writeCol,function,+fits,no,0,"writeCol(fptr,colnum,firstrow,coldata)",no
matlab.io.fits.writeComment,function,+fits,no,0,"writeComment(fptr,comment)",no
matlab.io.fits.writeDate,function,+fits,no,0,writeDate(FPTR),no
matlab.io.fits.writeHistory,function,+fits,no,0,"writeHistory(fptr,history)",no
matlab.io.fits.writeImg,function,+fits,no,0,"writeImg(fptr,data)",no
matlab.io.fits.writeImg,function,+fits,no,1,"writeImg(fptr,data,fpixel)",no
matlab.io.fits.writeKey,function,+fits,no,0,"writeKey(fptr,keyname,value,comment)",no
matlab.io.fits.writeKey,function,+fits,no,1,"writeKey(fptr,keyname,value,comment,decimals)",no
matlab.io.fits.writeKeyUnit,function,+fits,no,0,"writeKeyUnit(fptr,keyname,unit)",no
matlab.io.hdf4.sd,function,,no,0,,no
matlab.io.hdf4.sd.attrInfo,function,+sd,no,0,"[name,datatype,nelts] = attrInfo(objID,idx)",no
matlab.io.hdf4.sd.close,function,+sd,no,0,sd.close(sdID),no
matlab.io.hdf4.sd.create,function,+sd,no,0,"sdsID = create(sdID,name,datatype,dims)",no
matlab.io.hdf4.sd.dimInfo,function,+sd,no,0,"[name,dimlen,datatype,nattrs] = dimInfo(dimID)",no
matlab.io.hdf4.sd.endAccess,function,+sd,no,0,sd.endAccess(sdsID),no
matlab.io.hdf4.sd.fileInfo,function,+sd,no,0,"[ndatasets,ngatts] = fileInfo(sdID)",no
matlab.io.hdf4.sd.findAttr,function,+sd,no,0,"idx = findAttr(objID,attrname)",no
matlab.io.hdf4.sd.getCal,function,+sd,no,0,"[cal,calErr,offset,offsetErr,datatype] = getCal(sdsID)",no
matlab.io.hdf4.sd.getChunkInfo,function,+sd,no,0,chunkDims = getChunkInfo(sdsID),no
matlab.io.hdf4.sd.getCompInfo,function,+sd,no,0,"[comptype,compparms] = getCompType(sdsID)",no
matlab.io.hdf4.sd.getDataStrs,function,+sd,no,0,"[label,unit,format,coordsys] = getDataStrs(sdsID)",no
matlab.io.hdf4.sd.getDataStrs,function,+sd,no,1,"[label,unit,format,coordsys] = getDataStrs(sdsID,maxlen)",no
matlab.io.hdf4.sd.getDimID,function,+sd,no,0,"dimID = getDimID(sdsID,dimnumber)",no
matlab.io.hdf4.sd.getDimScale,function,+sd,no,0,scale = getDimScale(dimID),no
matlab.io.hdf4.sd.getDimStrs,function,+sd,no,0,"[label,unit,format] = getDimStrs(dimID)",no
matlab.io.hdf4.sd.getFilename,function,+sd,no,0,filename = getFilename(sdID),no
matlab.io.hdf4.sd.getFillValue,function,+sd,no,0,fillvalue = getFillValue(sdsID),no
matlab.io.hdf4.sd.getInfo,function,+sd,no,0,"[name,dims,datatype,nattrs] = getInfo(sdsID)",no
matlab.io.hdf4.sd.getRange,function,+sd,no,0,"[maxval,minval] = getRange(sdsID)",no
matlab.io.hdf4.sd.idToRef,function,+sd,no,0,ref = idToRef(sdsID),no
matlab.io.hdf4.sd.idType,function,+sd,no,0,objtype = idType(objID),no
matlab.io.hdf4.sd.isCoordVar,function,+sd,no,0,TF = isCoordVar(sdsID),no
matlab.io.hdf4.sd.isRecord,function,+sd,no,0,TF = isRecord(sdsID),no
matlab.io.hdf4.sd.nameToIndex,function,+sd,no,0,"idx = nameToIndex(sdID,sdsname)",no
matlab.io.hdf4.sd.nameToIndices,function,+sd,no,0,"varstruct = nameToIndices(sdID,sdsname)",no
matlab.io.hdf4.sd.readAttr,function,+sd,no,0,"data = readAttr(objID,idx)",no
matlab.io.hdf4.sd.readChunk,function,+sd,no,0,"datachunk = readChunk(sdsID,origin)",no
matlab.io.hdf4.sd.readData,function,+sd,no,0,data = readData(sdsID),no
matlab.io.hdf4.sd.readData,function,+sd,no,1,"data = readData(sdsID,start,count)",no
matlab.io.hdf4.sd.readData,function,+sd,no,2,"data = readData(sdsID,start,count,stride)",no
matlab.io.hdf4.sd.refToIndex,function,+sd,no,0,"idx = refToIndex(sdID,ref)",no
matlab.io.hdf4.sd.select,function,+sd,no,0,"sdsID = select(sdID,IDX)",no
matlab.io.hdf4.sd.setAttr,function,+sd,no,0,"setAttr(objID,name,value)",no
matlab.io.hdf4.sd.setCal,function,+sd,no,0,"setCal(sdsID,cal,calErr,offset,offsetErr,datatype)",no
matlab.io.hdf4.sd.setChunk,function,+sd,no,0,"setChunk(sdsID,chunkSize,comptype,compparm)",no
matlab.io.hdf4.sd.setCompress,function,+sd,no,0,"setCompress(sdsID,comptype,compparm)",no
matlab.io.hdf4.sd.setDataStrs,function,+sd,no,0,"setDataStrs(sdsID,label,unit,format,coordsys)",no
matlab.io.hdf4.sd.setDimName,function,+sd,no,0,"setDimName(dimID,dimname)",no
matlab.io.hdf4.sd.setDimScale,function,+sd,no,0,"setDimScale(dimID,scaledata)",no
matlab.io.hdf4.sd.setDimStrs,function,+sd,no,0,"setDimStrs(dimID,label,unit,format)",no
matlab.io.hdf4.sd.setExternalFile,function,+sd,no,0,"setExternalFile(sdsID,extfile,offset)",no
matlab.io.hdf4.sd.setFillMode,function,+sd,no,0,"prevmode = setFillMode(sdID,fillmode)",no
matlab.io.hdf4.sd.setFillValue,function,+sd,no,0,"setFillValue(sdsID,fillValue)",no
matlab.io.hdf4.sd.setNBitDataSet,function,+sd,no,0,"setNBitDataSet(sdsID,startBit,bitlen,ext,fillone)",no
matlab.io.hdf4.sd.setRange,function,+sd,no,0,"setRange(sdsID,maxval,minval)",no
matlab.io.hdf4.sd.start,function,+sd,no,0,sdID = start(filename),no
matlab.io.hdf4.sd.start,function,+sd,no,1,"sdID = start(filename,access)",no
matlab.io.hdf4.sd.writeChunk,function,+sd,no,0,"writeChunk(sdsID,origin,dataChunk)",no
matlab.io.hdf4.sd.writeData,function,+sd,no,0,"writeData(sdsID,data)",no
matlab.io.hdf4.sd.writeData,function,+sd,no,1,"writeData(sdsID,start,data)",no
matlab.io.hdf4.sd.writeData,function,+sd,no,2,"writeData(sdsID,start,stride,data)",no
matlab.io.hdfeos.gd,function,,no,0,,no
matlab.io.hdfeos.gd.attach,function,+gd,no,0,"gridID = attach(gfID,gridName)",no
matlab.io.hdfeos.gd.close,function,+gd,no,0,close(gfID),no
matlab.io.hdfeos.gd.compInfo,function,+gd,no,0,"[compCode,parms] = compInfo(gridID,fieldname)",no
matlab.io.hdfeos.gd.create,function,+gd,no,0,"gridID = create(gfID,gridName,xdim,ydim,upLeft,lowRight)",no
matlab.io.hdfeos.gd.defBoxRegion,function,+gd,no,0,"regionID = defBoxRegion(gridID,cornerLat,cornerLon)",no
matlab.io.hdfeos.gd.defComp,function,+gd,no,0,"defComp(gridID,compscheme,compparm)",no
matlab.io.hdfeos.gd.defDim,function,+gd,no,0,"defDim(gridID,dimname,dimlen)",no
matlab.io.hdfeos.gd.defField,function,+gd,no,0,"defField(gridID,fieldname,dimlist,dtype)",no
matlab.io.hdfeos.gd.defField,function,+gd,no,1,"defField(gridID,fieldname,dimlist,dtype,mergeCode)",no
matlab.io.hdfeos.gd.defOrigin,function,+gd,no,0,"defOrigin(gridID,originCode)",no
matlab.io.hdfeos.gd.defPixReg,function,+gd,no,0,"defPixReg(gridID,pixRegCode)",no
matlab.io.hdfeos.gd.defProj,function,+gd,no,0,"defProj(gridID,projCode,zoneCode,sphereCode,projParm)",no
matlab.io.hdfeos.gd.defTile,function,+gd,no,0,"defTile(gridID,tileDims)",no
matlab.io.hdfeos.gd.defVrtRegion,function,+gd,no,0,"out_RID = defVrtRegion(gridID,regionID,vobj,vRange)",no
matlab.io.hdfeos.gd.detach,function,+gd,no,0,detach(gridID),no
matlab.io.hdfeos.gd.dimInfo,function,+gd,no,0,"dimlen = diminfo(gridID,dimname)",no
matlab.io.hdfeos.gd.extractRegion,function,+gd,no,0,"data = extractRegion(gridID,regionID,fieldname)",no
matlab.io.hdfeos.gd.fieldInfo,function,+gd,no,0,"[dims,ntype,dimlist] = fieldInfo(gridID,fieldname)",no
matlab.io.hdfeos.gd.getFillValue,function,+gd,no,0,"fillvalue = getFillValue(gridID,fieldname)",no
matlab.io.hdfeos.gd.getPixValues,function,+gd,no,0,"data = getPixValues(gridID,rows,cols,fieldname)",no
matlab.io.hdfeos.gd.getPixels,function,+gd,no,0,"[row,col] = getPixels(gridID,lat,lon)",no
matlab.io.hdfeos.gd.gridInfo,function,+gd,no,0,"[xDim,yDim,upLeft,lowRight] = gridInfo(gridID)",no
matlab.io.hdfeos.gd.ij2ll,function,+gd,no,0,"[lat,lon] = ij2ll(gridID,row,col)",no
matlab.io.hdfeos.gd.inqAttrs,function,+gd,no,0,attrList = inqAttrs(gridID),no
matlab.io.hdfeos.gd.inqDims,function,+gd,no,0,"[dimnames,dimlens] = inqDims(gridID)",no
matlab.io.hdfeos.gd.inqFields,function,+gd,no,0,"[fldList,fldRank,fldType] = inqFields(gridID)",no
matlab.io.hdfeos.gd.inqGrid,function,+gd,no,0,grids = inqGrid(filename),no
matlab.io.hdfeos.gd.interpolate,function,+gd,no,0,"data = interpolate(gridID,lat,lon,fieldname)",no
matlab.io.hdfeos.gd.ll2ij,function,+gd,no,0,"[row,col] = ll2ij(gridID,lat,lon)",no
matlab.io.hdfeos.gd.nEntries,function,+gd,no,0,"nentries = nEntries(gridID,entType)",no
matlab.io.hdfeos.gd.open,function,+gd,no,0,"gfid = open(filename,access)",no
matlab.io.hdfeos.gd.originInfo,function,+gd,no,0,originCode = originInfo(gridID),no
matlab.io.hdfeos.gd.pixRegInfo,function,+gd,no,0,pixRegCode = pixRegInfo(gridID),no
matlab.io.hdfeos.gd.projInfo,function,+gd,no,0,"[projCode,zoneCode,sphereName,projParm] = projInfo(gridID)",no
matlab.io.hdfeos.gd.readAttr,function,+gd,no,0,"data = readAttr(gridID,attrname)",no
matlab.io.hdfeos.gd.readBlkSomOffset,function,+gd,no,0,offset = readBlkSomOffset(GID),no
matlab.io.hdfeos.gd.readField,function,+gd,no,0,"data = readField(gridID,fieldname)",no
matlab.io.hdfeos.gd.readField,function,+gd,no,1,"data = readField(gridID,fieldname,start,count)",no
matlab.io.hdfeos.gd.readField,function,+gd,no,2,"data = readField(gridID,fieldname,start,count,stride)",no
matlab.io.hdfeos.gd.readField,function,+gd,no,3,"[data,lat,lon] = readField(___)",no
matlab.io.hdfeos.gd.readTile,function,+gd,no,0,"data = readTile(gridID,fieldname,tileCoords)",no
matlab.io.hdfeos.gd.regionInfo,function,+gd,no,0,"[dims,upLeft,lowRight] = regionInfo(gridID,regionID,fieldname)",no
matlab.io.hdfeos.gd.setFillValue,function,+gd,no,0,"setFillValue(gridID,fieldname,fillvalue)",no
matlab.io.hdfeos.gd.setTileComp,function,+gd,no,0,"setTileComp(gridID,fieldname,tilesize,compCode,compParm)",no
matlab.io.hdfeos.gd.sphereCodeToName,function,+gd,no,0,name = sphereCodeToName(code),no
matlab.io.hdfeos.gd.sphereNameToCode,function,+gd,no,0,code = sphereNameToCode(name),no
matlab.io.hdfeos.gd.tileInfo,function,+gd,no,0,"tileDims = tileInfo(gridID,fieldname)",no
matlab.io.hdfeos.gd.writeAttr,function,+gd,no,0,"writeAttr(gridID,attrname,data)",no
matlab.io.hdfeos.gd.writeBlkSomOffset,function,+gd,no,0,"writeBlkSomOffset(gridID,offset)",no
matlab.io.hdfeos.gd.writeField,function,+gd,no,0,"writeField(gridID,fieldname,data)",no
matlab.io.hdfeos.gd.writeField,function,+gd,no,1,"writeField(gridID,fieldname,start,data)",no
matlab.io.hdfeos.gd.writeField,function,+gd,no,2,"writeField(gridID,fieldname,start,stride,data)",no
matlab.io.hdfeos.gd.writeTile,function,+gd,no,0,"writeTile(gridID,fieldname,tileCoords,data)",no
matlab.io.hdfeos.sw,function,,no,0,,no
matlab.io.hdfeos.sw.attach,function,+sw,no,0,"swathID = attach(swfID,swathname)",no
matlab.io.hdfeos.sw.close,function,+sw,no,0,close(swfID),no
matlab.io.hdfeos.sw.compInfo,function,+sw,no,0,"[code,parms] = compInfo(swathID,fieldname)",no
matlab.io.hdfeos.sw.create,function,+sw,no,0,"swathID = create(swfID,swathname)",no
matlab.io.hdfeos.sw.defBoxRegion,function,+sw,no,0,"regionID = defBoxRegion(swathID,lat,lon,mode)",no
matlab.io.hdfeos.sw.defComp,function,+sw,no,0,"defComp(swathID,compscheme,compparm)",no
matlab.io.hdfeos.sw.defDataField,function,+sw,no,0,"defDataField(swathID,fieldname,dimlist,dtype)",no
matlab.io.hdfeos.sw.defDataField,function,+sw,no,1,"defDataField(swathID,fieldname,dimlist,dtype,mergeCode)",no
matlab.io.hdfeos.sw.defDim,function,+sw,no,0,"defDim(swathID,dimname,dimlen)",no
matlab.io.hdfeos.sw.defDimMap,function,+sw,no,0,"defDimMap(swathID,geoDim,dataDim,offset,increment)",no
matlab.io.hdfeos.sw.defGeoField,function,+sw,no,0,"defGeoField(swathID,fieldname,dimlist,dtype)",no
matlab.io.hdfeos.sw.defGeoField,function,+sw,no,1,"defGeoField(swathID,fieldname,dimlist,dtype,mergeCode)",no
matlab.io.hdfeos.sw.defTimePeriod,function,+sw,no,0,"outpID = defTimePeriod(swathID,start,stop,mode)",no
matlab.io.hdfeos.sw.defVrtRegion,function,+sw,no,0,"regionID_out = defVrtRegion(swathID,regionID,vertObj,range)",no
matlab.io.hdfeos.sw.detach,function,+sw,no,0,detach(swathID),no
matlab.io.hdfeos.sw.dimInfo,function,+sw,no,0,"dimlen = dimInfo(swathID,dimname)",no
matlab.io.hdfeos.sw.extractPeriod,function,+sw,no,0,"data = extractPeriod(swathID,periodID,fieldname)",no
matlab.io.hdfeos.sw.extractRegion,function,+sw,no,0,"data = extractRegion(swathID,regionID,fieldname)",no
matlab.io.hdfeos.sw.fieldInfo,function,+sw,no,0,"[dimsizes,ntype,dimlist] = fieldInfo(swathID,fieldname)",no
matlab.io.hdfeos.sw.geoMapInfo,function,+sw,no,0,"mappingType = geoMapInfo(swathID,dimname)",no
matlab.io.hdfeos.sw.getFillValue,function,+sw,no,0,"fillvalue = getFillValue(swathID,fieldname)",no
matlab.io.hdfeos.sw.idxMapInfo,function,+sw,no,0,"idx = idxMapInfo(swathID,geodim,datadim)",no
matlab.io.hdfeos.sw.inqAttrs,function,+sw,no,0,attrlist = inqAttrs(swathID),no
matlab.io.hdfeos.sw.inqDataFields,function,+sw,no,0,"[fields,rank,datatype] = inqDataFields(swathID)",no
matlab.io.hdfeos.sw.inqDims,function,+sw,no,0,"[dimnames,dimlens] = inqDims(swathID)",no
matlab.io.hdfeos.sw.inqGeoFields,function,+sw,no,0,"[fields,rank,datatype] = inqGeoFields(swathID)",no
matlab.io.hdfeos.sw.inqIdxMaps,function,+sw,no,0,"[idxMap,idxSize] = inqIdxMaps(swathID)",no
matlab.io.hdfeos.sw.inqMaps,function,+sw,no,0,"[map,offset,increment] = inqMaps(swathID)",no
matlab.io.hdfeos.sw.inqSwath,function,+sw,no,0,swaths = inqSwath(filename),no
matlab.io.hdfeos.sw.mapInfo,function,+sw,no,0,"[offset,increment] = mapInfo(swathID,geodim,datadim)",no
matlab.io.hdfeos.sw.nEntries,function,+sw,no,0,"nEnts = nEntries(swathID,type)",no
matlab.io.hdfeos.sw.open,function,+sw,no,0,swfID = open(filename),no
matlab.io.hdfeos.sw.open,function,+sw,no,1,"swfID = open(filename,access)",no
matlab.io.hdfeos.sw.periodInfo,function,+sw,no,0,"[datatype,dims] = periodInfo(swathID,periodID,fieldname)",no
matlab.io.hdfeos.sw.readAttr,function,+sw,no,0,"data = readAttr(swathID,attrname)",no
matlab.io.hdfeos.sw.readField,function,+sw,no,0,"data = readField(swathID,fieldname)",no
matlab.io.hdfeos.sw.readField,function,+sw,no,1,"data = readField(swathID,fieldname,start,count)",no
matlab.io.hdfeos.sw.readField,function,+sw,no,2,"data = readField(swathID,fieldname,start,count,stride)",no
matlab.io.hdfeos.sw.regionInfo,function,+sw,no,0,"[datatype,extent] = regionInfo(swathID,regionID,fieldname)",no
matlab.io.hdfeos.sw.setFillValue,function,+sw,no,0,"setFillValue(swathID,fieldname,fillvalue)",no
matlab.io.hdfeos.sw.writeAttr,function,+sw,no,0,"writeAttr(swathID,attrname,data)",no
matlab.io.hdfeos.sw.writeField,function,+sw,no,0,"writeField(swathID,fieldname,data)",no
matlab.io.hdfeos.sw.writeField,function,+sw,no,1,"writeField(swathID,fieldname,start,data)",no
matlab.io.hdfeos.sw.writeField,function,+sw,no,2,"writeField(swathID,fieldname,start,stride,data)",no
matlab.io.saveVariablesToScript,builtin,+io,no,0,matlab.io.saveVariablesToScript(filename),no
matlab.io.saveVariablesToScript,builtin,+io,no,1,"matlab.io.saveVariablesToScript(filename,varnames)",no
matlab.io.saveVariablesToScript,builtin,+io,no,2,"matlab.io.saveVariablesToScript(filename,Name,Value)",yes
matlab.io.saveVariablesToScript,builtin,+io,no,3,"[r1,r2] = matlab.io.saveVariablesToScript(filename)",no
matlab.lang.makeUniqueStrings,function,+lang,no,0,U = matlab.lang.makeUniqueStrings(S),no
matlab.lang.makeUniqueStrings,function,+lang,no,1,"U = matlab.lang.makeUniqueStrings(S,excludedStrings)",no
matlab.lang.makeUniqueStrings,function,+lang,no,2,"U = matlab.lang.makeUniqueStrings(S,whichStringsIdx)",no
matlab.lang.makeUniqueStrings,function,+lang,no,3,"U = matlab.lang.makeUniqueStrings(S,___, maxStringLength)",no
matlab.lang.makeUniqueStrings,function,+lang,no,4,"[U, modified] = matlab.lang.makeUniqueStrings(___)",no
matlab.lang.makeValidName,function,+lang,no,0,N = matlab.lang.makeValidName(S),no
matlab.lang.makeValidName,function,+lang,no,1,"N = matlab.lang.makeValidName(S,Name,Value)",yes
matlab.lang.makeValidName,function,+lang,no,2,"[N, modified] = matlab.lang.makeValidName(___)",no
matlab.net.base64decode,function,+net,no,0,res = base64decode(V),no
matlab.net.base64encode,function,+net,no,0,res = base64encode(V),no
matlab.project.convertDefinitionFiles,function,+project,no,0,"matlab.project.convertDefinitionFiles(projectRoot,definitionType)",no
matlab.project.createProject,function,+project,no,0,proj = matlab.project.createProject,no
matlab.project.createProject,function,+project,no,1,proj = matlab.project.createProject(path),no
matlab.project.createProject,function,+project,no,2,proj = matlab.project.createProject(name),no
matlab.project.createProject,function,+project,no,3,"proj = matlab.project.createProject(Name,Value)",yes
matlab.project.deleteProject,function,+project,no,0,matlab.project.deleteProject(path),no
matlab.project.loadProject,function,+project,no,0,proj = matlab.project.loadProject(projectPath),no
matlab.project.rootProject,function,+project,no,0,proj = matlab.project.rootProject,no
matlab.settings.loadSettingsCompatibilityResults,builtin,,no,0,"results = matlab.settings.loadSettingsCompatibilityResults(toolboxName,version)",no
matlab.settings.mustBeIntegerScalar,function,,no,0,matlab.settings.mustBeIntegerScalar(settingvalue),no
matlab.settings.mustBeLogicalScalar,function,,no,0,matlab.settings.mustBeLogicalScalar(settingvalue),no
matlab.settings.mustBeNumericScalar,function,,no,0,matlab.settings.mustBeNumericScalar(settingvalue),no
