name,status,kind,method_classes,none,double,string,cell,struct,fh,char,logical,int8,table,datetime,duration,categorical,map,"double,double","double,string","string,double","double,cell","cell,double","double,struct","double,fh","int8,double","double,char","char,double","string,string","double,table","table,double","double,datetime","datetime,double","double,duration","double,categorical","double,map","map,double","string,cell","cell,string","double,double,string","double,double,cell"
geomean,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
geopdf,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
geornd,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
geostat,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
get,measured,builtin,BioMap;COM;InputOutputModel;LegacyIcdevice;RandStream;arrowline;axestext;axischild;axisobj;axistext;bloomberg;blp;cellline;celltext;cgclipexpr;cgconstant;cgconstvalue;cgdivexpr;cgfeature;cgfuncexpr;cgfuncmodel;cgifexpr;cglookupnd;cglookupone;cglookuptwo;cgminmaxexpr;cgmodexpr;cgmswitchexpr;cgnormaliser;cgnormfunction;cgnormnode;cgoppoint;cgoptim;cgoptimstore;cgprec;cgprecfix;cgprecfloat;cgpreclookupfix;cgprecpolyfix;cgrelexpr;cgrules;cgsubexpr;cgsymvalue;cgtablenode;cgtradeoff;cgvalue;cgvariable;cset_boxb;cset_ccd;cset_fullfact;cset_grdlatt;cset_grid;cset_haltonset;cset_lattice;cset_lhs;cset_pb;cset_pointset;cset_simplex;cset_sobolset;cset_stratlattice;cset_userdef;csetinterface;customreg;dataset;dtree;figobj;framerect;fred;gsref;haver;hgbin;icgroup;iddata;idnlfun;imaqchild;imaqdevice;instrument;iviconfigurationstore;laurpoly;listitemselector;localavfit;localbspline;localmod;localmulti;localpoly;localpspline;localsurface;localtruncps;localusermod;mbcrichtext;mpc;mpcmoveopt;mpcsimopt;mpcstate;mvgraph1d;mvgraph2d;mvgraph3d;mvgraph4d;ntree;phytree;scribehandle;scribehgobj;seltext;serial;sweepset;sweepsetfilter;testplansweepsetfilter;texlistbox;timeseries;tscollection;vrfigure;vrnode;vrworld;wdectree;wptree;wtbo;xreg3xspline;xregaxesinput;xregborderlayout;xregcardlayout;xregclickinput;xregclicktolinput;xregcolorbar;xregcontainer;xregcubic;xregcurtainfxlayout;xregexportmodel;xregflowlayout;xreggpr;xreggridlayout;xreghybridrbf;xreginterprbf;xreglayerlayout;xreglegend;xreglinear;xreglistctrl;xregmodel;xregmulti;xregmultigraph2d;xregnnet;xregoptmgr;xregrangeinput;xregrbf;xregslidefxlayout;xregsnapsplitlayout;xregsplitlayout;xregtable;xregtransient;xregtwostage;xregunispline;xregvectorinput,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
getappdata,measured,builtin,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
getenv,measured,builtin,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
getfield,measured,mfile,vrnode,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
getframe,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
getpoints,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gevcdf,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gevfit,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gevinv,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gevlike,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gevpdf,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gevrnd,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gevstat,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
ginput,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
glmfit,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
glmval,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
glyphplot,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gmonopuls,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gmres,measured,mfile,codistributed;gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gobjects,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
goertzel,measured,mfile,gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gpcdf,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gpfit,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gpinv,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gplike,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gplot,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gplotmatrix,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gppdf,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gprnd,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gpstat,measured,none,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gradient,measured,mfile,cglookupnd;cglookuptwo;cgnormfunction;gpuArray;sym,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gradientweight,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gray,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
gray2ind,measured,mfile,gpuArray,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
graycomatrix,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
grayconnected,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
graycoprops,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
graydiffweight,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
graydist,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
grayslice,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
graythresh,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
grid,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
griddata,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
griddatan,measured,mfile,,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file,file
griddedInterpolant,measured,other,codistributed;distributed;gpuArray;griddedInterpolant,builtin,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err,builtin-err
