name,kind,form_index,syntax,verdict,detail
Inf,builtin,0,X = Inf,accepted,
Inf,builtin,1,X = Inf(n),error,Index 2 is out of range for length 1 (indexing is 1-based).
Inf,builtin,2,"X = Inf(sz1,...,szN)",unprobed,no sample for this form's arguments
Inf,builtin,3,X = Inf(sz),error,Index 2 is out of range for length 1 (indexing is 1-based).
Inf,builtin,4,"X = Inf(___,typename)",error,"An index must be a number, but got a string."
Inf,builtin,5,"X = Inf(___,'like',p)",error,"An index must be a number, but got a string."
NaN,builtin,0,X = NaN,accepted,
NaN,builtin,1,X = NaN(n),error,Index 2 is out of range for length 1 (indexing is 1-based).
NaN,builtin,2,"X = NaN(sz1,...,szN)",unprobed,no sample for this form's arguments
NaN,builtin,3,X = NaN(sz),error,Index 2 is out of range for length 1 (indexing is 1-based).
NaN,builtin,4,"X = NaN(___,typename)",error,"An index must be a number, but got a string."
NaN,builtin,5,"X = NaN(___,'like',p)",error,"An index must be a number, but got a string."
abs,builtin,0,Y = abs(X),accepted,
accumarray,builtin,0,"B = accumarray(ind,data)",accepted,
accumarray,builtin,1,"B = accumarray(ind,data,sz)",accepted,
accumarray,builtin,2,"B = accumarray(ind,data,sz,fun)",error,accumarray: the function must return one number per bin.
accumarray,builtin,3,"B = accumarray(ind,data,sz,fun,fillval)",error,accumarray: the function must return one number per bin.
accumarray,builtin,4,"B = accumarray(ind,data,sz,fun,fillval,issparse)",unprobed,no sample for this form's arguments
acos,builtin,0,Y = acos(X),accepted,
acosd,builtin,0,Y = acosd(X),accepted,
acosh,builtin,0,Y = acosh(X),accepted,
acot,builtin,0,Y = acot(X),accepted,
acotd,builtin,0,Y = acotd(X),accepted,
acoth,builtin,0,Y = acoth(X),accepted,
acsc,builtin,0,Y = acsc(X),accepted,
acscd,builtin,0,Y = acscd(X),accepted,
acsch,builtin,0,Y = acsch(X),accepted,
addToolbarExplorationButtons,function,0,addToolbarExplorationButtons(fig),accepted,
addpoints,builtin,0,"addpoints(an,x,y)",unprobed,no sample for this form's arguments
addpoints,builtin,1,"addpoints(an,x,y,z)",unprobed,no sample for this form's arguments
airy,builtin,0,W = airy(Z),accepted,
airy,builtin,1,"W = airy(k,Z)",unprobed,no sample for this form's arguments
airy,builtin,2,"W = airy(k,Z,scale)",unprobed,no sample for this form's arguments
alim,function,0,alpha_limits = alim,accepted,
alim,function,1,alim([amin amax]),accepted,
alim,function,2,alim_mode = alim('mode'),error,"alim: expected 'auto' or 'manual', got 'mode'."
alim,function,3,alim('alim_mode'),error,"alim: expected 'auto' or 'manual', got 'alim_mode'."
alim,function,4,"alim(ax,...)",unprobed,no sample for this form's arguments
all,builtin,0,B = all(A),accepted,
all,builtin,1,"B = all(A,'all')",accepted,
all,builtin,2,"B = all(A,dim)",accepted,
all,builtin,3,"B = all(A,vecdim)",accepted,
alpha,function,0,alpha value,refused,"alpha: 'value' is not one of opaque, clear."
alpha,function,1,alpha alphadata,refused,"alpha: 'alphadata' is not one of opaque, clear."
alpha,function,2,alpha facealpha,refused,"alpha: 'facealpha' is not one of opaque, clear."
alpha,function,3,alpha alphadatamapping,refused,"alpha: 'alphadatamapping' is not one of opaque, clear."
alpha,function,4,"alpha(obj,___)",error,"alpha takes one number between 0 and 1, a matrix of them, or the word 'opaque' or 'clear'."
alpha,function,5,"alpha(ax,___)",refused,"alpha: 'value' is not one of opaque, clear."
alphamap,function,0,alphamap(alpha_map),unprobed,no sample for this form's arguments
alphamap,function,1,alphamap('parameter'),refused,"alphamap: 'parameter' is not one of default, rampup, rampdown."
alphamap,function,2,"alphamap('parameter',length)",unprobed,no sample for this form's arguments
alphamap,function,3,"alphamap('parameter',delta)",unprobed,no sample for this form's arguments
alphamap,function,4,"alphamap(fig,...)",unprobed,no sample for this form's arguments
alphamap,function,5,"alphamap(ax,...)",unprobed,no sample for this form's arguments
alphamap,function,6,alpha_map = alphamap,accepted,
alphamap,function,7,alpha_map = alphamap(fig),unprobed,no sample for this form's arguments
alphamap,function,8,alpha_map = alphamap(ax),unprobed,no sample for this form's arguments
alphamap,function,9,alpha_map = alphamap('parameter'),refused,"alphamap: 'parameter' is not one of default, rampup, rampdown."
amd,builtin,0,P = amd(A),unprobed,no sample for this form's arguments
amd,builtin,1,"P = amd(A,opts)",unprobed,no sample for this form's arguments
ancestor,builtin,0,"p = ancestor(h,type)",unprobed,no sample for this form's arguments
ancestor,builtin,1,"p = ancestor(h,type,'toplevel')",unprobed,no sample for this form's arguments
and,builtin,0,A & B,unprobed,no sample for this form's arguments
and,builtin,1,"and(A,B)",accepted,
animatedline,builtin,0,an = animatedline,accepted,
animatedline,builtin,1,"an = animatedline(x,y)",accepted,
animatedline,builtin,2,"an = animatedline(x,y,z)",accepted,
animatedline,builtin,3,"an = animatedline(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
animatedline,builtin,4,"an = animatedline(ax,___)",accepted,
annotation,function,0,"annotation(lineType,x,y)",error,"annotation: this position is a pair, so it needs 2 numbers, not 3."
annotation,function,1,annotation(lineType),accepted,
annotation,function,2,"annotation(shapeType,dim)",error,"annotation: this position is [x y w h], so it needs 4 numbers, not 3."
annotation,function,3,annotation(shapeType),accepted,
annotation,function,4,"annotation(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
annotation,function,5,"annotation(container,___)",error,"annotation: this position is a pair, so it needs 2 numbers, not 3."
annotation,function,6,an = annotation(___),error,"annotation: this position is a pair, so it needs 2 numbers, not 3."
any,builtin,0,B = any(A),accepted,
any,builtin,1,"B = any(A,'all')",accepted,
any,builtin,2,"B = any(A,dim)",accepted,
any,builtin,3,"B = any(A,vecdim)",accepted,
area,function,0,"area(X,Y)",accepted,
area,function,1,area(Y),accepted,
area,function,2,"area(___,basevalue)",accepted,
area,function,3,"area(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
area,function,4,"area(ax,___)",accepted,
area,function,5,a = area(___),accepted,
arrayfun,builtin,0,"B = arrayfun(func,A)",accepted,
arrayfun,builtin,1,"B = arrayfun(func,A1,...,An)",unprobed,no sample for this form's arguments
arrayfun,builtin,2,"B = arrayfun(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
arrayfun,builtin,3,"[B1,...,Bm] = arrayfun(___)",error,"arrayfun: element 1 produced 1 output(s), but 2 were asked for."
asec,builtin,0,Y = asec(X),accepted,
asecd,builtin,0,Y = asecd(X),accepted,
asech,builtin,0,Y = asech(X),accepted,
asin,builtin,0,Y = asin(X),accepted,
asind,builtin,0,Y = asind(X),accepted,
asinh,builtin,0,Y = asinh(X),accepted,
assert,builtin,0,assert(cond),unprobed,no sample for this form's arguments
assert,builtin,1,"assert(cond,msg)",unprobed,no sample for this form's arguments
assert,builtin,2,"assert(cond,msg,A1,...,An)",unprobed,no sample for this form's arguments
assert,builtin,3,"assert(cond,errID,msg)",unprobed,no sample for this form's arguments
assert,builtin,4,"assert(cond,errID,msg,A1,...,An)",unprobed,no sample for this form's arguments
assignin,builtin,0,"assignin(ws,var,val)",accepted,
atan,builtin,0,Y = atan(X),accepted,
atan2,builtin,0,"P = atan2(Y,X)",accepted,
atan2d,builtin,0,"D = atan2d(Y,X)",accepted,
atand,builtin,0,Y = atand(X),accepted,
atanh,builtin,0,Y = atanh(X),accepted,
autumn,function,0,c = autumn,accepted,
autumn,function,1,c = autumn(m),accepted,
axes,builtin,0,axes,accepted,
axes,builtin,1,"axes(Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
axes,builtin,2,"axes(parent,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
axes,builtin,3,ax = axes(___),accepted,
axes,builtin,4,axes(cax),accepted,
axis,function,0,axis(limits),error,axis expects [xmin xmax ymin ymax].
axis,function,1,axis style,refused,axis: unknown option 'style'.
axis,function,2,axis mode,refused,axis: unknown option 'mode'.
axis,function,3,axis ydirection,refused,axis: unknown option 'ydirection'.
axis,function,4,axis visibility,refused,axis: unknown option 'visibility'.
axis,function,5,lim = axis,accepted,
axis,function,6,"[m,v,d] = axis('state')",refused,axis: unknown option 'state'.
axis,function,7,"___ = axis(ax,___)",error,"axis expects between 0 and 1 argument(s), but got 2."
axtoolbar,function,0,tb = axtoolbar(buttons),accepted,
axtoolbar,function,1,"tb = axtoolbar(ax,buttons)",accepted,
axtoolbar,function,2,tb = axtoolbar,accepted,
axtoolbar,function,3,tb = axtoolbar(ax),accepted,
axtoolbar,function,4,"tb = axtoolbar(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
axtoolbar,function,5,"[tb,btns] = axtoolbar(___)",accepted,
axtoolbarbtn,function,0,btn = axtoolbarbtn(tb),accepted,
axtoolbarbtn,function,1,"btn = axtoolbarbtn(tb,style)",accepted,
axtoolbarbtn,function,2,"btn = axtoolbarbtn(tb,style,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
balance,builtin,0,"[T,B] = balance(A)",accepted,
balance,builtin,1,"[S,P,B] = balance(A)",error,"This call returns 2 value(s), but 3 were asked for."
balance,builtin,2,B = balance(A),accepted,
balance,builtin,3,"B = balance(A,'noperm')",accepted,
bandwidth,builtin,0,"B = bandwidth(A,type)",accepted,
bandwidth,builtin,1,"[lower,upper] = bandwidth(A)",accepted,
bar,function,0,bar(y),accepted,
bar,function,1,"bar(x,y)",accepted,
bar,function,2,"bar(___,width)",accepted,
bar,function,3,"bar(___,style)",accepted,
bar,function,4,"bar(___,color)",accepted,
bar,function,5,"bar(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
bar,function,6,"bar(ax,___)",accepted,
bar,function,7,b = bar(___),accepted,
bar3,function,0,bar3(Z),unprobed,no sample for this form's arguments
bar3,function,1,"bar3(Y,Z)",unprobed,no sample for this form's arguments
bar3,function,2,"bar3(...,width)",unprobed,no sample for this form's arguments
bar3,function,3,"bar3(...,style)",unprobed,no sample for this form's arguments
bar3,function,4,"bar3(...,color)",unprobed,no sample for this form's arguments
bar3,function,5,"bar3(ax,...)",unprobed,no sample for this form's arguments
bar3,function,6,h = bar3(...),unprobed,no sample for this form's arguments
bar3h,function,0,bar3h(Y),unprobed,no sample for this form's arguments
bar3h,function,1,"bar3h(Z,Y)",unprobed,no sample for this form's arguments
bar3h,function,2,"bar3h(...,width)",unprobed,no sample for this form's arguments
bar3h,function,3,"bar3h(...,style)",unprobed,no sample for this form's arguments
bar3h,function,4,"bar3h(...,color)",unprobed,no sample for this form's arguments
bar3h,function,5,"bar3h(ax,...)",unprobed,no sample for this form's arguments
bar3h,function,6,h = bar3h(...),unprobed,no sample for this form's arguments
barh,function,0,barh(y),accepted,
barh,function,1,"barh(x,y)",accepted,
barh,function,2,"barh(___,width)",accepted,
barh,function,3,"barh(___,style)",accepted,
barh,function,4,"barh(___,color)",accepted,
barh,function,5,"barh(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
barh,function,6,"barh(ax,___)",accepted,
barh,function,7,b = barh(___),accepted,
beep,builtin,0,beep,error,took the process down
beep,builtin,1,beep on,accepted,
beep,builtin,2,beep off,accepted,
beep,builtin,3,status = beep,accepted,
besselh,builtin,0,"H = besselh(nu,Z)",accepted,
besselh,builtin,1,"H = besselh(nu,K,Z)",unprobed,no sample for this form's arguments
besselh,builtin,2,"H = besselh(nu,K,Z,scale)",unprobed,no sample for this form's arguments
besseli,builtin,0,"I = besseli(nu,Z)",accepted,
