name,kind,form_index,syntax,verdict,detail
min,builtin,7,"M = min(A,[],'all',nanflag)",error,"min expects argument 2 to be a number, but got a array."
min,builtin,8,"M = min(A,[],vecdim,nanflag)",error,"min expects argument 2 to be a number, but got a array."
min,builtin,9,"[M,I] = min(A,[],'all',___)",error,"min expects argument 2 to be a number, but got a array."
min,builtin,10,"[M,I] = min(A,[],___,'linear')",error,"min expects argument 2 to be a number, but got a array."
min,builtin,11,"C = min(A,B)",accepted,
min,builtin,12,"C = min(A,B,nanflag)",accepted,
min,builtin,13,"___ = min(___,'ComparisonMethod',method)",error,"min expects argument 2 to be a number, but got a string."
mink,builtin,0,"B = mink(A,k)",accepted,
mink,builtin,1,"B = mink(A,k,dim)",accepted,
mink,builtin,2,"B = mink(___,'ComparisonMethod',c)",error,"mink expects between 2 and 3 argument(s), but got 4."
mink,builtin,3,"[B,I] = mink(___)",accepted,
minus,builtin,0,C = A - B,unprobed,no sample for this form's arguments
minus,builtin,1,"C = minus(A,B)",accepted,
mkdir,builtin,0,mkdir folderName,accepted,
mkdir,builtin,1,mkdir parentFolder folderName,accepted,
mkdir,builtin,2,status = mkdir(___),accepted,
mkdir,builtin,3,"[status,msg] = mkdir(___)",error,"This call returns 1 value(s), but 2 were asked for."
mkdir,builtin,4,"[status,msg,msgID] = mkdir(___)",error,"This call returns 1 value(s), but 3 were asked for."
mldivide,builtin,0,x = A\B,unprobed,no sample for this form's arguments
mldivide,builtin,1,"x = mldivide(A,B)",accepted,
mod,builtin,0,"b = mod(a,m)",accepted,
more,builtin,0,more on,accepted,
more,builtin,1,more off,accepted,
more,builtin,2,more(n),accepted,
more,builtin,3,A = more(___),accepted,
movefile,builtin,0,movefile source,error,"movefile expects between 2 and 3 argument(s), but got 1."
movefile,builtin,1,movefile source destination,error,movefile: Could not find file 'E:\Temp_Folder\Appdata\Local\Temp\jgraph-forms-_azljwtu\source'.
movefile,builtin,2,movefile source destination f,error,movefile: Could not find file 'E:\Temp_Folder\Appdata\Local\Temp\jgraph-forms-_azljwtu\source'.
movefile,builtin,3,status = movefile(___),error,"movefile expects between 2 and 3 argument(s), but got 1."
movefile,builtin,4,"[status,msg] = movefile(___)",error,"movefile expects between 2 and 3 argument(s), but got 1."
movefile,builtin,5,"[status,msg,msgID] = movefile(___)",error,"movefile expects between 2 and 3 argument(s), but got 1."
movie,function,0,movie(M),error,movie: a frame is what getframe answers with — a struct holding cdata.
movie,function,1,"movie(M,n)",error,movie: a frame is what getframe answers with — a struct holding cdata.
movie,function,2,"movie(M,n,fps)",error,movie: a frame is what getframe answers with — a struct holding cdata.
movie,function,3,"movie(h,...)",unprobed,no sample for this form's arguments
movie,function,4,"movie(h,M,n,fps,loc)",error,movie: a frame is what getframe answers with — a struct holding cdata.
movmad,builtin,0,"M = movmad(A,k)",accepted,
movmad,builtin,1,"M = movmad(A,[kb kf])",accepted,
movmad,builtin,2,"M = movmad(___,dim)",accepted,
movmad,builtin,3,"M = movmad(___,nanflag)",accepted,
movmad,builtin,4,"M = movmad(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
movmax,builtin,0,"M = movmax(A,k)",accepted,
movmax,builtin,1,"M = movmax(A,[kb kf])",accepted,
movmax,builtin,2,"M = movmax(___,dim)",accepted,
movmax,builtin,3,"M = movmax(___,nanflag)",accepted,
movmax,builtin,4,"M = movmax(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
movmean,builtin,0,"M = movmean(A,k)",accepted,
movmean,builtin,1,"M = movmean(A,[kb kf])",accepted,
movmean,builtin,2,"M = movmean(___,dim)",accepted,
movmean,builtin,3,"M = movmean(___,nanflag)",accepted,
movmean,builtin,4,"M = movmean(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
movmedian,builtin,0,"M = movmedian(A,k)",accepted,
movmedian,builtin,1,"M = movmedian(A,[kb kf])",accepted,
movmedian,builtin,2,"M = movmedian(___,dim)",accepted,
movmedian,builtin,3,"M = movmedian(___,nanflag)",accepted,
movmedian,builtin,4,"M = movmedian(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
movmin,builtin,0,"M = movmin(A,k)",accepted,
movmin,builtin,1,"M = movmin(A,[kb kf])",accepted,
movmin,builtin,2,"M = movmin(___,dim)",accepted,
movmin,builtin,3,"M = movmin(___,nanflag)",accepted,
movmin,builtin,4,"M = movmin(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
movprod,builtin,0,"M = movprod(A,k)",accepted,
movprod,builtin,1,"M = movprod(A,[kb kf])",accepted,
movprod,builtin,2,"M = movprod(___,dim)",accepted,
movprod,builtin,3,"M = movprod(___,nanflag)",accepted,
movprod,builtin,4,"M = movprod(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
movstd,builtin,0,"M = movstd(A,k)",accepted,
movstd,builtin,1,"M = movstd(A,[kb kf])",accepted,
movstd,builtin,2,"M = movstd(___,w)",unprobed,no sample for this form's arguments
movstd,builtin,3,"M = movstd(___,w,dim)",unprobed,no sample for this form's arguments
movstd,builtin,4,"M = movstd(___,nanflag)",accepted,
movstd,builtin,5,"M = movstd(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
movsum,builtin,0,"M = movsum(A,k)",accepted,
movsum,builtin,1,"M = movsum(A,[kb kf])",accepted,
movsum,builtin,2,"M = movsum(___,dim)",accepted,
movsum,builtin,3,"M = movsum(___,nanflag)",accepted,
movsum,builtin,4,"M = movsum(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
movvar,builtin,0,"M = movvar(A,k)",accepted,
movvar,builtin,1,"M = movvar(A,[kb kf])",accepted,
movvar,builtin,2,"M = movvar(___,w)",unprobed,no sample for this form's arguments
movvar,builtin,3,"M = movvar(___,w,dim)",unprobed,no sample for this form's arguments
movvar,builtin,4,"M = movvar(___,nanflag)",accepted,
movvar,builtin,5,"M = movvar(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
mrdivide,builtin,0,x = B/A,unprobed,no sample for this form's arguments
mrdivide,builtin,1,"x = mrdivide(B,A)",accepted,
mtimes,builtin,0,C = A*B,unprobed,no sample for this form's arguments
mtimes,builtin,1,"C = mtimes(A,B)",accepted,
namelengthmax,builtin,0,l = namelengthmax,accepted,
nargchk,builtin,0,"msgText = nargchk(minArgs,maxArgs,numArgs)",error,"nargchk expects 2 argument(s), but got 3."
nargchk,builtin,1,"msgStruct = nargchk(minArgs,maxArgs,numArgs,'struct')",error,"nargchk expects 2 argument(s), but got 4."
narginchk,builtin,0,"narginchk(minArgs,maxArgs)",error,narginchk can only be used inside a function.
nargoutchk,builtin,0,"nargoutchk(minArgs,maxArgs)",error,nargoutchk can only be used inside a function.
nargoutchk,builtin,1,"msgText = nargoutchk(minArgs,maxArgs,numArgs)",error,"nargoutchk expects 2 argument(s), but got 3."
nargoutchk,builtin,2,"msgStruct = nargoutchk(minArgs,maxArgs,numArgs,'struct')",error,"nargoutchk expects 2 argument(s), but got 4."
native2unicode,builtin,0,unicodestr = native2unicode(bytes),accepted,
native2unicode,builtin,1,"unicodestr = native2unicode(bytes, encoding)",accepted,
ne,builtin,0,A ~= B,unprobed,no sample for this form's arguments
ne,builtin,1,"ne(A,B)",accepted,
newline,builtin,0,c = newline,accepted,
newplot,function,0,newplot,accepted,
newplot,function,1,h = newplot,accepted,
newplot,function,2,h = newplot(target),unprobed,no sample for this form's arguments
nexttile,function,0,nexttile,accepted,
nexttile,function,1,nexttile(span),unprobed,no sample for this form's arguments
nexttile,function,2,nexttile(tilelocation),error,"nexttile expects an array of numbers, but got a string."
nexttile,function,3,"nexttile(tilelocation,span)",unprobed,no sample for this form's arguments
nexttile,function,4,"nexttile(t,___)",unprobed,no sample for this form's arguments
nexttile,function,5,ax = nexttile(___),accepted,
nnz,builtin,0,N = nnz(X),accepted,
nonzeros,builtin,0,v = nonzeros(A),accepted,
norm,builtin,0,n = norm(v),accepted,
norm,builtin,1,"n = norm(v,p)",accepted,
norm,builtin,2,n = norm(X),accepted,
norm,builtin,3,"n = norm(X,p)",accepted,
norm,builtin,4,"n = norm(X,'fro')",accepted,
not,builtin,0,~A,unprobed,no sample for this form's arguments
not,builtin,1,not(A),accepted,
num2ruler,function,0,"data = num2ruler(num,ruler)",unprobed,no sample for this form's arguments
nzmax,builtin,0,n = nzmax(S),unprobed,no sample for this form's arguments
ones,builtin,0,X = ones,accepted,
ones,builtin,1,X = ones(n),accepted,
ones,builtin,2,"X = ones(sz1,...,szN)",unprobed,no sample for this form's arguments
ones,builtin,3,X = ones(sz),accepted,
ones,builtin,4,"X = ones(___,typename)",accepted,
ones,builtin,5,"X = ones(___,'like',p)",unprobed,no sample for this form's arguments
openfig,function,0,openfig(filename),error,Could not find file 'E:\Temp_Folder\Appdata\Local\Temp\jgraph-forms-_azljwtu\a.fig'.
openfig,function,1,"openfig(filename,copies)",error,Could not find file 'E:\Temp_Folder\Appdata\Local\Temp\jgraph-forms-_azljwtu\a.fig'.
openfig,function,2,"openfig(___,visibility)",error,Could not find file 'E:\Temp_Folder\Appdata\Local\Temp\jgraph-forms-_azljwtu\a.fig'.
openfig,function,3,fig = openfig(___),error,Could not find file 'E:\Temp_Folder\Appdata\Local\Temp\jgraph-forms-_azljwtu\a.fig'.
opengl,function,0,opengl info,accepted,
opengl,function,1,d = opengl('data'),accepted,
opengl,function,2,opengl software,accepted,
opengl,function,3,opengl hardware,accepted,
opengl,function,4,opengl hardwarebasic,accepted,
opengl,function,5,"opengl('save',pref)",accepted,
or,builtin,0,A | B,unprobed,no sample for this form's arguments
or,builtin,1,"or(A,B)",accepted,
ordeig,builtin,0,E = ordeig(T),unprobed,no sample for this form's arguments
ordeig,builtin,1,"E = ordeig(AA,BB)",unprobed,no sample for this form's arguments
ordqz,builtin,0,"[AAS,BBS,QS,ZS] = ordqz(AA,BB,Q,Z,select)",unprobed,no sample for this form's arguments
ordqz,builtin,1,"[AAS,BBS,QS,ZS] = ordqz(AA,BB,Q,Z,keyword)",unprobed,no sample for this form's arguments
ordqz,builtin,2,"[AAS,BBS,QS,ZS] = ordqz(AA,BB,Q,Z,clusters)",unprobed,no sample for this form's arguments
ordschur,builtin,0,"[US,TS] = ordschur(U,T,select)",error,"ordschur needs a square matrix, but got 2x3."
ordschur,builtin,1,"[US,TS] = ordschur(U,T,keyword)",error,"ordschur needs a square matrix, but got 2x3."
ordschur,builtin,2,"[US,TS] = ordschur(U,T,clusters)",error,"ordschur needs a square matrix, but got 2x3."
orient,function,0,orient ornt,error,"orient: the orientation is 'portrait', 'landscape' or 'tall', but got 'ornt'."
orient,function,1,"orient(fig,ornt)",unprobed,no sample for this form's arguments
orient,function,2,or = orient,accepted,
orient,function,3,or = orient(fig),error,"orient expects argument 1 to be a string, but got a number."
pack,builtin,0,pack,accepted,
pack,builtin,1,pack filename,accepted,
pagesetupdlg,function,0,dlg = pagesetupdlg(fig),unprobed,no sample for this form's arguments
pan,function,0,pan on,accepted,
pan,function,1,pan xon,refused,"pan: 'xon' is not one of on, off, toggle."
pan,function,2,pan yon,refused,"pan: 'yon' is not one of on, off, toggle."
pan,function,3,pan off,accepted,
pan,function,4,pan,accepted,
pan,function,5,"pan(fig,...)",unprobed,no sample for this form's arguments
pan,function,6,h = pan(fig),unprobed,no sample for this form's arguments
pareto,function,0,pareto(y),accepted,
pareto,function,1,"pareto(y,x)",accepted,
pareto,function,2,"pareto(___,threshold)",error,"pareto: the threshold is a fraction above 0 and at most 1, but got 2."
pareto,function,3,"pareto(target,___)",accepted,
pareto,function,4,charts = pareto(___),accepted,
pareto,function,5,"[charts,ax] = pareto(___)",accepted,
parula,function,0,c = parula,accepted,
parula,function,1,c = parula(m),accepted,
patch,builtin,0,"patch(X,Y,C)",accepted,
patch,builtin,1,"patch(X,Y,Z,C)",accepted,
patch,builtin,2,"patch('XData',X,'YData',Y)",error,"patch expects argument 1 to be an array, but got a string."
patch,builtin,3,"patch('XData',X,'YData',Y,'ZData',Z)",error,"patch expects (x, y, z, c)."
patch,builtin,4,"patch('Faces',F,'Vertices',V)",error,"patch expects argument 1 to be a matrix; build one with meshgrid, zeros(r, c), or a semicolon-rowed literal."
patch,builtin,5,patch(S),unprobed,no sample for this form's arguments
patch,builtin,6,"patch(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
patch,builtin,7,"patch(ax,___)",accepted,
patch,builtin,8,p = patch(___),accepted,
pause,builtin,0,pause,unprobed,waits for a person or ends the process
pause,builtin,1,pause(n),unprobed,waits for a person or ends the process
pause,builtin,2,pause(state),unprobed,waits for a person or ends the process
pause,builtin,3,oldState = pause(state),unprobed,waits for a person or ends the process
pbaspect,function,0,pbaspect(ratio),accepted,
pbaspect,function,1,pb = pbaspect,accepted,
pbaspect,function,2,pbaspect auto,accepted,
pbaspect,function,3,pbaspect manual,accepted,
pbaspect,function,4,m = pbaspect('mode'),error,"pbaspect: expected 'auto' or 'manual', got 'mode'."
pbaspect,function,5,"___ = pbaspect(ax,___)",accepted,
pcolor,function,0,pcolor(C),accepted,
pcolor,function,1,"pcolor(X,Y,C)",accepted,
pcolor,function,2,"pcolor(ax,___)",accepted,
pcolor,function,3,s = pcolor(___),accepted,
peaks,function,0,Z = peaks,accepted,
peaks,function,1,Z = peaks(n),accepted,
peaks,function,2,"Z = peaks(Xm,Ym)",error,"peaks expects between 0 and 1 argument(s), but got 2."
peaks,function,3,"[X,Y,Z] = peaks(___)",error,"This call returns 1 value(s), but 3 were asked for."
peaks,function,4,peaks(___),accepted,
permute,builtin,0,"B = permute(A,dimorder)",accepted,
pi,builtin,0,p = pi,accepted,
pie,function,0,pie(X),accepted,
pie,function,1,"pie(X,explode)",accepted,
pie,function,2,"pie(X,labels)",error,"pie: options come in 'Name', value pairs."
pie,function,3,"pie(X,explode,labels)",error,"pie: options come in 'Name', value pairs."
pie,function,4,"pie(ax,___)",accepted,
pie,function,5,p = pie(___),accepted,
pie3,function,0,pie3(X),unprobed,no sample for this form's arguments
pie3,function,1,"pie3(X,explode)",unprobed,no sample for this form's arguments
pie3,function,2,"pie3(...,labels)",unprobed,no sample for this form's arguments
pie3,function,3,"pie3(axes_handle,...)",unprobed,no sample for this form's arguments
pie3,function,4,h = pie3(...),unprobed,no sample for this form's arguments
pink,function,0,c = pink,accepted,
pink,function,1,c = pink(m),accepted,
plot,builtin,0,"plot(X,Y)",accepted,
plot,builtin,1,"plot(X,Y,LineSpec)",accepted,
plot,builtin,2,"plot(X1,Y1,...,Xn,Yn)",unprobed,no sample for this form's arguments
plot,builtin,3,"plot(X1,Y1,LineSpec1,...,Xn,Yn,LineSpecn)",unprobed,no sample for this form's arguments
plot,builtin,4,plot(Y),accepted,
plot,builtin,5,"plot(Y,LineSpec)",accepted,
plot,builtin,6,"plot(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
plot,builtin,7,"plot(ax,___)",accepted,
plot,builtin,8,p = plot(___),accepted,
plot3,builtin,0,"plot3(X,Y,Z)",accepted,
plot3,builtin,1,"plot3(X,Y,Z,LineSpec)",accepted,
plot3,builtin,2,"plot3(X1,Y1,Z1,...,Xn,Yn,Zn)",unprobed,no sample for this form's arguments
plot3,builtin,3,"plot3(X1,Y1,Z1,LineSpec1,...,Xn,Yn,Zn,LineSpecn)",unprobed,no sample for this form's arguments
plot3,builtin,4,"plot3(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
plot3,builtin,5,"plot3(ax,___)",accepted,
plot3,builtin,6,p = plot3(___),accepted,
plotmatrix,function,0,"plotmatrix(X,Y)",accepted,
plotmatrix,function,1,plotmatrix(X),accepted,
plotmatrix,function,2,"plotmatrix(___,LineSpec)",accepted,
plotmatrix,function,3,"plotmatrix(ax,___)",refused,"plotmatrix lays out its own grid of axes, so it cannot be aimed at one axes. Draw it into a figure of its own."
plotmatrix,function,4,"[S,AX,BigAx,H,HAx] = plotmatrix(___)",accepted,
plotyy,function,0,"plotyy(X1,Y1,X2,Y2)",unprobed,no sample for this form's arguments
plotyy,function,1,"plotyy(X1,Y1,X2,Y2,function)",unprobed,no sample for this form's arguments
plotyy,function,2,"plotyy(X1,Y1,X2,Y2,'function1','function2')",unprobed,no sample for this form's arguments
plotyy,function,3,"plotyy(AX1,___)",unprobed,no sample for this form's arguments
plotyy,function,4,"[AX,H1,H2] = plotyy(___)",unprobed,no sample for this form's arguments
plus,builtin,0,C = A + B,unprobed,no sample for this form's arguments
plus,builtin,1,"C = plus(A,B)",accepted,
polar,function,0,"polar(theta,rho)",unprobed,no sample for this form's arguments
polar,function,1,"polar(theta,rho,LineSpec)",unprobed,no sample for this form's arguments
polar,function,2,"polar(axes_handle,...)",unprobed,no sample for this form's arguments
polar,function,3,h = polar(...),unprobed,no sample for this form's arguments
polaraxes,builtin,0,polaraxes,accepted,
polaraxes,builtin,1,"polaraxes(Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
polaraxes,builtin,2,"polaraxes(parent,___)",error,"polaraxes takes properties in name/value pairs: polaraxes('ThetaDirection', 'clockwise')."
polaraxes,builtin,3,pax = polaraxes(___),accepted,
polaraxes,builtin,4,polaraxes(pax_in),accepted,
polarbubblechart,function,0,"polarbubblechart(theta,rho,sz)",error,polarbubblechart: sz has 2 values but x has 1.
polarbubblechart,function,1,"polarbubblechart(theta,rho,sz,c)",error,polarbubblechart: sz has 2 values but x has 1.
polarbubblechart,function,2,"polarbubblechart(tbl,thetavar,rhovar,sizevar)",accepted,
polarbubblechart,function,3,"polarbubblechart(tbl,thetavar,rhovar,sizevar,cvar)",accepted,
polarbubblechart,function,4,"polarbubblechart(pax,___)",error,polarbubblechart: sz has 2 values but x has 1.
polarbubblechart,function,5,"polarbubblechart(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
polarbubblechart,function,6,bc = polarbubblechart(___),error,polarbubblechart: sz has 2 values but x has 1.
polarhistogram,function,0,polarhistogram(theta),accepted,
polarhistogram,function,1,"polarhistogram(theta,nbins)",accepted,
polarhistogram,function,2,"polarhistogram(theta,edges)",accepted,
polarhistogram,function,3,"polarhistogram('BinEdges',edges,'BinCounts',counts)",accepted,
polarhistogram,function,4,"polarhistogram(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
polarhistogram,function,5,"polarhistogram(pax,___)",accepted,
polarhistogram,function,6,h = polarhistogram(___),accepted,
polarplot,function,0,"polarplot(theta,rho)",accepted,
polarplot,function,1,"polarplot(theta,rho,LineSpec)",accepted,
polarplot,function,2,"polarplot(theta1,rho1,...,thetaN,rhoN)",unprobed,no sample for this form's arguments
polarplot,function,3,"polarplot(theta1,rho1,LineSpec1,...,thetaN,rhoN,LineSpecN)",unprobed,no sample for this form's arguments
polarplot,function,4,polarplot(rho),accepted,
polarplot,function,5,"polarplot(rho,LineSpec)",accepted,
polarplot,function,6,polarplot(Z),accepted,
polarplot,function,7,"polarplot(Z,LineSpec)",accepted,
polarplot,function,8,"polarplot(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
polarplot,function,9,"polarplot(pax,___)",accepted,
polarplot,function,10,p = polarplot(___),accepted,
polarscatter,function,0,"polarscatter(theta,rho)",accepted,
polarscatter,function,1,"polarscatter(theta,rho,sz)",error,"polarscatter: SizeData needs one entry per point (1), but got 2."
polarscatter,function,2,"polarscatter(theta,rho,sz,c)",error,"polarscatter: SizeData needs one entry per point (1), but got 2."
polarscatter,function,3,"polarscatter(___,mkr)",accepted,
polarscatter,function,4,"polarscatter(___,'filled')",accepted,
polarscatter,function,5,"polarscatter(tbl,thetavar,rhovar)",accepted,
polarscatter,function,6,"polarscatter(tbl,thetavar,rhovar,'filled')",accepted,
polarscatter,function,7,"polarscatter(pax,___)",accepted,
polarscatter,function,8,"polarscatter(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
polarscatter,function,9,ps = polarscatter(___),accepted,
pow2,builtin,0,Y = pow2(E),accepted,
pow2,builtin,1,"Y = pow2(X,E)",accepted,
power,builtin,0,C = A.^B,unprobed,no sample for this form's arguments
power,builtin,1,"C = power(A,B)",accepted,
print,function,0,"print(filename,formattype)",accepted,
print,function,1,"print(filename,formattype,formatoptions)",error,print does not understand the switch '-tiff'. It takes a device such as -dpng and a resolution such as -r300.
print,function,2,print,refused,print needs the name of a file to write; printing to a printer is not supported.
print,function,3,print(printer),accepted,
print,function,4,print(driver),error,"print does not know the device '-dwin'. Known devices: -dpng, -djpeg, -djpg, -dpdf, -dsvg, -dbmp, -dtiff, -dtif, -dbitmap, -dmeta."
print,function,5,"print(printer,driver)",error,"print does not know the device '-dwin'. Known devices: -dpng, -djpeg, -djpg, -dpdf, -dsvg, -dbmp, -dtiff, -dtif, -dbitmap, -dmeta."
print,function,6,"print('-clipboard',clipboardformat)",unprobed,no sample for this form's arguments
print,function,7,"print(resize,___)",error,print does not understand the switch '-fillpage'. It takes a device such as -dpng and a resolution such as -r300.
print,function,8,"print(resolution,___)",accepted,
print,function,9,"print(renderer,___)",error,print does not understand the switch '-image'. It takes a device such as -dpng and a resolution such as -r300.
print,function,10,"print('-noui',___)",error,print does not understand the switch '-noui'. It takes a device such as -dpng and a resolution such as -r300.
print,function,11,"print(fig,___)",accepted,
print,function,12,cdata = print('-RGBImage');,unprobed,no sample for this form's arguments
printdlg,function,0,printdlg,error,"printdlg opens a window, and this host has none — print(fig, file, '-dpng') writes the same page without one."
printdlg,function,1,printdlg(fig),unprobed,no sample for this form's arguments
printpreview,function,0,printpreview,error,"printpreview opens a window, and this host has none — exportgraphics or print writes the page a preview would have shown."
printpreview,function,1,printpreview(f),unprobed,no sample for this form's arguments
prism,function,0,c = prism,accepted,
prism,function,1,c = prism(m),accepted,
prod,builtin,0,B = prod(A),accepted,
prod,builtin,1,"B = prod(A,'all')",accepted,
prod,builtin,2,"B = prod(A,dim)",accepted,
prod,builtin,3,"B = prod(A,vecdim)",accepted,
prod,builtin,4,"B = prod(___,outtype)",accepted,
prod,builtin,5,"B = prod(___,nanflag)",accepted,
psi,builtin,0,Y = psi(X),accepted,
psi,builtin,1,"Y = psi(k,X)",accepted,
qr,builtin,0,X = qr(A),accepted,
qr,builtin,1,"[Q,R] = qr(A)",accepted,
qr,builtin,2,"[Q,R,P] = qr(A)",accepted,
qr,builtin,3,"[___] = qr(A,0)",accepted,
qr,builtin,4,"[Q,R,P] = qr(A,outputForm)",accepted,
qr,builtin,5,"[C,R] = qr(S,B)",accepted,
qr,builtin,6,"[C,R,P] = qr(S,B)",accepted,
qr,builtin,7,"[___] = qr(S,B,0)",accepted,
qr,builtin,8,"[C,R,P] = qr(S,B,outputForm)",accepted,
qrupdate,builtin,0,"[Q1,R1] = qrupdate(Q,R,u,v)",unprobed,no sample for this form's arguments
quit,builtin,0,quit,unprobed,waits for a person or ends the process
quit,builtin,1,quit cancel,unprobed,waits for a person or ends the process
quit,builtin,2,quit force,unprobed,waits for a person or ends the process
quit,builtin,3,quit(code),unprobed,waits for a person or ends the process
quit,builtin,4,"quit(code,""force"")",unprobed,waits for a person or ends the process
quiver,function,0,"quiver(X,Y,U,V)",accepted,
quiver,function,1,"quiver(U,V)",accepted,
quiver,function,2,"quiver(___,scale)",accepted,
quiver,function,3,"quiver(___,LineSpec)",accepted,
quiver,function,4,"quiver(___,LineSpec,'filled')",accepted,
quiver,function,5,"quiver(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
quiver,function,6,"quiver(ax,___)",accepted,
quiver,function,7,q = quiver(___),accepted,
quiver3,function,0,"quiver3(X,Y,Z,U,V,W)",accepted,
quiver3,function,1,"quiver3(Z,U,V,W)",accepted,
quiver3,function,2,"quiver3(___,scale)",accepted,
quiver3,function,3,"quiver3(___,LineSpec)",accepted,
quiver3,function,4,"quiver3(___,LineSpec,'filled')",accepted,
quiver3,function,5,"quiver3(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
quiver3,function,6,"quiver3(ax,___)",accepted,
quiver3,function,7,q = quiver3(___),accepted,
qz,builtin,0,"[AA,BB,Q,Z] = qz(A,B)",accepted,
qz,builtin,1,"[AA,BB,Q,Z,V,W] = qz(A,B)",error,"This call returns 4 value(s), but 6 were asked for."
qz,builtin,2,"qz(A,B,flag)",unprobed,no sample for this form's arguments
rand,builtin,0,X = rand,accepted,
rand,builtin,1,X = rand(n),accepted,
rand,builtin,2,"X = rand(sz1,...,szN)",unprobed,no sample for this form's arguments
rand,builtin,3,X = rand(sz),accepted,
rand,builtin,4,"X = rand(___,typename)",accepted,
rand,builtin,5,"X = rand(___,'like',p)",accepted,
rand,builtin,6,"X = rand(s,___)",unprobed,no sample for this form's arguments
randi,builtin,0,X = randi(imax),accepted,
randi,builtin,1,"X = randi(imax,n)",accepted,
randi,builtin,2,"X = randi(imax,sz1,...,szN)",unprobed,no sample for this form's arguments
randi,builtin,3,"X = randi(imax,sz)",accepted,
randi,builtin,4,"X = randi(imax,typename)",accepted,
randi,builtin,5,"X = randi(imax,n,typename)",accepted,
randi,builtin,6,"X = randi(imax,sz1,...,szN,typename)",unprobed,no sample for this form's arguments
randi,builtin,7,"X = randi(imax,sz,typename)",accepted,
randi,builtin,8,"X = randi(imax,'like',p)",accepted,
randi,builtin,9,"X = randi(imax,n,'like',p)",accepted,
randi,builtin,10,"X = randi(imax,sz1,...,szN,'like',p)",unprobed,no sample for this form's arguments
randi,builtin,11,"X = randi(imax,sz,'like',p)",accepted,
randi,builtin,12,"X = randi([imin,imax],___)",accepted,
randi,builtin,13,"X = randi(s,___)",unprobed,no sample for this form's arguments
randn,builtin,0,X = randn,accepted,
randn,builtin,1,X = randn(n),accepted,
randn,builtin,2,"X = randn(sz1,...,szN)",unprobed,no sample for this form's arguments
randn,builtin,3,X = randn(sz),accepted,
randn,builtin,4,"X = randn(___,typename)",accepted,
randn,builtin,5,"X = randn(___,'like',p)",accepted,
randn,builtin,6,"X = randn(s,___)",unprobed,no sample for this form's arguments
randperm,builtin,0,p = randperm(n),accepted,
randperm,builtin,1,"p = randperm(n,k)",accepted,
randperm,builtin,2,"p = randperm(s,___)",unprobed,no sample for this form's arguments
rcond,builtin,0,C = rcond(A),accepted,
rdivide,builtin,0,x = A./B,unprobed,no sample for this form's arguments
rdivide,builtin,1,"x = rdivide(A,B)",accepted,
real,builtin,0,X = real(Z),accepted,
realmax,builtin,0,f = realmax,accepted,
realmax,builtin,1,f = realmax(precision),accepted,
realmin,builtin,0,f = realmin,accepted,
realmin,builtin,1,f = realmin(precision),accepted,
rectangle,builtin,0,"rectangle('Position',pos)",error,rectangle: 'Position' is [x y width height].
rectangle,builtin,1,"rectangle('Position',pos,'Curvature',cur)",error,rectangle: 'Position' is [x y width height].
rectangle,builtin,2,"rectangle(___,Name,Value)",unprobed,"Name,Value form; the dump lists no pair names"
rectangle,builtin,3,"rectangle(ax,___)",error,rectangle: 'Position' is [x y width height].
rectangle,builtin,4,r = rectangle(___),error,rectangle: 'Position' is [x y width height].
recycle,builtin,0,status = recycle,accepted,
recycle,builtin,1,previousState = recycle(state),error,recycle: JGraph's delete always removes the file; there is no recycle bin behind it.
reducepatch,function,0,"reducepatch(p,r)",unprobed,no sample for this form's arguments
reducepatch,function,1,"nfv = reducepatch(p,r)",unprobed,no sample for this form's arguments
reducepatch,function,2,"nfv = reducepatch(fv,r)",unprobed,no sample for this form's arguments
reducepatch,function,3,nfv = reducepatch(p),unprobed,no sample for this form's arguments
reducepatch,function,4,nfv = reducepatch(fv),unprobed,no sample for this form's arguments
reducepatch,function,5,"reducepatch(...,'fast')",unprobed,no sample for this form's arguments
reducepatch,function,6,"reducepatch(...,'verbose')",unprobed,no sample for this form's arguments
reducepatch,function,7,"nfv = reducepatch(f,v,r)",unprobed,no sample for this form's arguments
